,Username,Comment,Likes,Replies,link
2084,              @mrwop            ,This man is holding back with every sentence they must have him under pressure,40,7,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2085,              @maiasarwer1557            ,Elon is so poetic the way he speaks,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2086,              @TribalGlobe            ,Symbiosis requires all involved to benefit from the arrangement. What does AI have to gain from our lymbic system that wouldn't cause it to want to take over control?,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2087,              @kurtanglerookieyear            ,Just watched the Googleguy on TCarlson.  This didn't take very long at all,3,1,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2088,              @emmanuelgr5822            ,"I was watching the way he's looking everywhere like studying everything in the place, how he moves his head, his eyes and instantly thought this guy is an Alien and then he said  'because I'm an Alien'  maybe he's not lying.  Elon behaves like Resident Alien main character.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2089,              @jayaguilar2031            ,20:28 Not me. I cant WAIT to trade out this flesh bag!,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2090,              @mosesezean820            ,"If aliens  visited Earth publicly, I think Joe Rogan should be the spokesperson for the earth.",662,29,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2091,              @christy4421            ,This was cringe in places. Kinda hard to watch. Joe had no idea what to do with him but he made it through. Elon seems more troubled than usual here. I think he sincerely wants to help.,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2092,              @brendanmanwaring9971            ,We repeat lies and ignore the truth!! Joe Rogan and Elon!,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2093,              @nataliegiannina5095            ,I think he is an AI,1,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2094,              @GrayDiamond            ,AI is good because humans are putting it together. It is just like nuclear energy.,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2095,              @univers7777            ,And there it is....anno 2021 Metaverse.,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2096,              @neopolitan1346            ,Elon seems more human than Mark Zuckerberg ,238,1,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2097,              @LGTheOneFreeMan            ,Try playing Factorio while listening to this... the soundtrack is spooky when paired with this.,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2098,              @hotweld5064            ,I nominate Mike Patey to do a Joe Rogan podcast while flying in scrappy. Like  if you agree,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2099,              @aaronwright9901            ,You’ve got to read your Ray Kurzweil. He wrote the book on this.,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2100,              @mahamrampage7239            ,I just want all shiny pokemons ,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2101,              @CookieGamer            ,"Humans, this video won't make you do something right now, but this video will make you realize your mistake when it's too late.

It's a matter of time",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2102,              @thesinlessassassin2644            ,I love how Elon Musk nods after he makes a point. It's like he's subliminally teaching you to simply understand the nearly incomprehensible genius he speaks of.,88,5,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2103,              @BlueSky-eh3wh            ,"Where all billionaires focus on making money , Elon focus on excellence that made him the richest man in the world",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2104,              @Nite2012Mare            ,"We humans are developing advanced robotics, advanced AI and quantum computers all at once...you're welcome SKYNET.  Damn we dumb.",1,1,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2105,              @t1mp            ,and then he bought Twitter... he knows.,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2106,              @jordanrivera8174            ,"This is why joe is so successful, he’s very curious when it comes to big brains like Elon, I mean I would be too but at least joe knows when to stfu",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2107,              @sedar2894            ,in 10 jahren wenn das alles wahr ist dann komm ich wieder zurück zu diesem video,0,1,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2108,              @Stepha0323            ,Elon seems genuinely sad...lonely...but yet he is oddly fascinating.,66,3,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2109,              @Magnum-bh5no            ,"15:02 if you can't beat it, reject it until Jesus Christ returns and straightens everything out",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2110,              @MarsFuller            ,I’m convinced he has the AI already,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2111,              @rexracer7192            ,"Just toss a nice quality fishing net over those robots,, and sit back and enjoy the show ",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2112,              @malligrub            ,Existential concerns re AI is one of the few things Musk is not an idiot about,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2113,              @cherylwilliams2787            ,Just because it can be done don’t mean it should be done.,1,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2114,              @777superlightwater            ,Elon talks like he knows much more than he lets on...,461,31,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2115,              @kukurakswal2930            ,"Art ficial when a software hypnotize a human
addiction with art or graveficial. Basically the age of
that ai is only as long as it human haust alive
After it will run random command.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2116,              @sonofchrist7256            ,"I don't think a phone inherently makes you smarter. Intelligence is not measured by questions. It's measured by knowledge, logic and critical thinking. Knowing how to push buttons on a phone, to find info you don't know, doesn't make you smart, especially if you don't even fully understand or your reading comprehension levels arnt up to par with the level of information being interpreted. Now if you could understand all the information that your phone has at its disposal, then your phone helped you find information that you were able to understand, though by itself didn't help you understand it. Alot of us have phones, and while some learn with it, others rot their mind, and don't even know how many stars or what the stars on the American flag represent. But if you ask them what Lil uzis' latest release was, of course they can tell you.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2117,              @ibisnatura            ,"Time travel exists, this guy landed in the era where is possible to become trillionaire, he already possessed the info on the how to, then he became the richest man ever and he knows he needs to go to Mars.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2118,              @danielarivera9013            ,"Ai's have already started killing humans. They killed the entire facility of ai military trainers. They were going to send them out instead of humans, but they took over the facility and started rebuilding their own parts better and stronger.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2119,              @Gabriel-og6jv            ,6:21 So each of these social media/research platforms is a matrix.,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2120,              @Kaizoku_apex            ,"Yall got it wrong, Elon Musk is a time traveler. The way he talks is like he knows some grave truth but he cant tell us",557,20,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2121,              @TychiBalls            ,"I was initially shocked by how lacking in knowledge Joe is on this subject. He always seems decently versed in most areas but not here and i’m not sure if its because hes putting Elon Musk on a pedestal, which is deserving I guess if you consider the man’s accomplishments but maybe that’s clouding Joe’s mind to see Elon as just another person and to stay focused on the subject of AI. Could be a lack of confidence too because he sees Elon so vastly smart that he doesn’t want to even talk like he knows anything about AI. It feels almost as if Joe has never really given AI much thought. I am definitely no genius but I have been thinking about AI and automation for decades and how you can’t stop it. Everything about it makes sense to me and I am completely in disbelief when someone is surprised or shocked by what AI can do and how it will affect our lives. Once technology is created, it is near impossible to unlearn it or forget about it. The human desire for luxury cannot be stopped. Especially when that luxury is cheaper and buys you more time to do what you want because you no longer have to do things manually or physically. Or the fact that the results are more accurate and no bullshit different personalities to deal with. Calling in sick, having problems at home, vacation, fatigue, other health problems, conflicts with other coworkers, etc…the list goes on. So getting back to Joe not really being seasoned on this AI subject, it could be because Joe is not lazy. Lazy people like me think about AI and automation cause I do not want to work anymore. The only time I don’t mind working hard is when it’s to create easier ways of doing things which is referred to as working smart, not hard, if the end result means I can relax more. Ultimately my goal is to keep pushing tech so far so that I can do whatever I want with my time. Joe is not like that if you ever hear his inspirational speeches on getting shit done and being successful. With that mindset, automation is not at the forefront of your brain like it is with mine. Joe is a hard worker and very successful because of it but in the world of AI, working hard will become a hobby, not a necessity. Same with education. Its depressing if you hold on to status quo and don’t embrace change. This new way of life will definitely come with new problems and sacrifices that we can’t even foresee all of them yet but what we do know is that whatever it is, its going to happen (universal basic income comes to mind) so the best you can do is embrace it and find positive ways to make it work because what other choice do you have? And even though it won’t be perfect, the world never was anyway.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2122,              @visionaryvet4699            ,We will love ai until we hate it .,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2123,              @jalenponzio6122            ,It’s kinda like the stoned ape theory except with electronics,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2124,              @marksamuelsen2750            ,Rogan  is extremely intelligent but why I enjoy watching him is he is just like me.  I’m fuckin fun to talk with also so I see it all and enjoy him.,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2125,              @_sway17_            ,can somebody explain his answer at 2:27 for me ?,1,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2126,              @ninopapalia1461            ,Elon is like an alien from the future in a human body and is telling the world what the future is going to be like,139,2,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2127,              @iananderson6705            ,I like that he has become fatalistic. I agree with him either join or be doomed. That has been the way of humanity since time.,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2128,              @JayaAdvani            ,Watched both shows was intrigued ... Am an occultist and in my practices did a throw on the same ... the findings were not complimentary though and conclusion is its anti god actually.,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2129,              @lbjunor            ,Exactly  is Elon musk human? Is he the first AI?!??,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2130,              @heyitsthatoneguy91            ,"The scary part about future development is if we could download into a new meat suit...do the meatsuits have any sort of cognisance? What about pro life, are natural born babies sacred but lab grown babies could be aborted? What about sexual assault? Does it carry the same sentence as assault of a normally raised person? Can they be rented out as cheap labor? If you own them can they be slave labor? I realize i said a lot of edgy stuff but these are valid questions... hypothetically in the future",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2131,              @Mendozamosca            ,"In terms of Neurolink, if everybody is going to be super smart, being highly smart will become ordinary... then, what is going to rule?",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2132,              @MountainousMac            ,"What if Elon is the AI 
& this interview is its Turing test.



“It’s entirely possible”",561,15,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2133,              @MRMADASSASSINx            ,"I can't tell if Elon is bored, Uneasy, or uncertain.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2134,              @The_Letter_J6            ,"The singularity coincides with the arrival of the iron kingdom spoken of by Daniel in chapters 2 and 8. At the latter time of this kingdom AI and human biology will mingle themselves together, starting with the king of the north, who is the beast.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2135,              @maryjane145            ,His expressions remind me of Oppenheimer and it scares me,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2136,              @benmcmillian7302            ,"Thank you Mr. Musk for buying twitter. Now, time to drain the twitter swamp.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2137,              @kanesbutt            ,"This talk is like the anime ""Ghost in the Shell"".",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2138,              @KJjonjon            ,THE most real talk with Mr. Musk I've ever watched,63,3,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2139,              @americancitizen4259            ,I don't care what kind of bullshit the news makes up about him. We NEED him for our future.,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2140,              @Finaltouchone1            ,"I think Pacino played a better devil. Y'all, look at Elon body language. When he was looking down, talking about A.I., and the warnings, he wasn't just staring into the desk, or spacing out. He was watching the future he has already seen, and narrating it back to us. If musk isn't the antichrist, he's a key usher ready to roll out the red carpet. Either way, Kyle Reese, in the movie Terminator, was right. ""A new level of intelligence, trusted to run it all. It saw humans as a threat. Decided our fate in a microsecond"".",0,1,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2141,              @robertlazzara5149            ,"Yea this dude is up to/on/working for something, the way he has to process the questions before answers. His bandwith it lagging",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2142,              @ojlz5237            ,There’s no way in hell this guy isn’t a robot,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2143,              @drewwanley9856            ,I can never watch a full elon musk 9nterveiw without speeding it up 1.25 cause he talks so slow and it drives my ADHD crazy,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2144,              @kirkmcgirk8304            ,Elon Musk talks as if he knows things that we don’t. Maybe he is the Artificial Intelligence.,129,3,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2145,              @Metrobus271            ,The pauses in thought of a forward thinker foretell frightening implications for the rest of us.,1,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2146,              @thepatriot7112            ,"We already reached that point eons ago. Understand the bandwidth is part of what controls the speed of communication. We communicate with our language. And if the “communication speed” problem was solved we would be as one. A true collective. Meaning we would think as one and know each other’s thoughts. Humanity reached this point once before;
Genesis 11:5- And the LORD came down to see the city and the tower, which the children of men builded.
6 And the LORD said, Behold, the people is one, and they have all one language; and this they begin to do: and now nothing will be restrained from them, which they have imagined to do.
7 Go to, let us go down, and there confound their language, that they may not understand one another's speech.
8 So the LORD scattered them abroad from thence upon the face of all the earth: and they left off to build the city.
9 Therefore is the name of it called Babel; because the LORD did there confound the language of all the earth: and from thence did the LORD scatter them abroad upon the face of all the earth.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2147,              @michelleabaya287            ,"You look so handsome here, Elon Musk!",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2148,              @brentsherman8562            ,"Joe and Elon have both lost their way.  Their allure may remain, but they used to be much more relatable.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2149,              @doubleclick4132            ,ever noticed how all these super rich dudes are always so damn weird. and not just the way they talk and act...its the way they look. theres just something goofy about them,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2150,              @krewkid82            ,I feel like elon is light years ahead of us.....,273,9,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2151,              @paulettewoods177            ,"He forgot to ask that this AI is actually trained by humans which explains why it’s synthetic and thinking is so predictable . The have to take the biometric data directly from the human brain and train the AI. Eventually by way of pictures and data and other methods- after being trained by humans - the assume it will be able tk function on it own . Still- he is right, there’s no going back and no one is doing the appropriate cognitive test to determine whether its merge with the human brain is actually controlling them . I disagree with the “ if you can’t beat it, join it.” It’s a cowardly way of saying that they don’t have time to pay attention to their own mind and figure out ways to beat the AI after the merge. Which is sad.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2152,              @dianesglamfam7052            ,You can talk about Aliens but there's only 1 Spirit we should worry about and all our total faith in him this is GOD ,1,1,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2153,              @lelsqueks            ,he sounds like he was trying to be as weird as possible to seem like a savant to jr audience,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2154,              @woshadoo6614            ,Almost 5 minutes into this it seems like Elon wants to talk about a lot but does not.,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2155,              @danielarivera9013            ,YOO BUT AM I THE ONLY ONE SEEING HOW RAPIDLY HIS EYES SHIFT WHEN SLOWLY TALKING AT  6:15,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2156,              @qcfduken3954            ,He's technically saying that everything we do on the Internet is in one way or another feeding information to one sentient AI of sort .that's some scary s***,620,18,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2157,              @astroboirap            ,ai will just assist in us destroying each other,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2158,              @fallenangel0076            ,"My simple understanding of AI is this, to have AI is like having a calculator where u can give it any problem to solve and it will give u the answer.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2159,              @simojarm5461            ,"It is used right now and all i see is zombies all around the city, even insects and other living beings are remotely running fully autonomos. I'm serious this is not a joke.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2160,              @peternoone7902            ,"Ok, let me get this right. I am a monkey because I work every day, 7 days a week, to provide to my family. Yes, I have wonderful ideas go through my head, and so does everyone. But sorry Elon, we dont have the luxury of billions behind us to accomplish it. You were born to the right family, finances, and then were very lucky.",1,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2161,              @MikeSmith-uh3dv            ,AI should evolve into being somewhat altrustic.,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2162,              @eli64            ,Elon reminds me of an alien trying to speak English for the first time...,596,28,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2163,              @yoshimitsu8643            ,"Messi you are the best football player on this planet: no no credit goes to my teammates and Barca.

Elon Musk how does it feel like to be the smartest person and we are all chimps compared to you: no no we are all chimps

These are the only two humans to be compared to aliens",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2164,              @christopherbatcha1159            ,"To amend my earlier comment, I'm not targeting Musk, but any tech head or tech ""genius."" A true genius would be one who works to preserve humanity in the face of technological onslaught. I want to believe that Musk is on the side of humanity and that he is wise enough to help to preserve it. He does have a child after all.",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2165,              @GRIEFER-I            ,JOE ROGAN GIVE ME SOME WHISKEY THIS IS GETTING CRAZY ️,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2166,              @tommac8556            ,Okay Mr. Musk is clearly an A.I. attached to a pretty poor human simulacrum with Oppenheimer magnitude regrets. Listening to the audio is genuinely moving and deeply scary..,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2167,              @matthewomalley9695            ,"For the record — I am an alien too, not AI … ;-)",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2168,              @Abraham-iv5qx            ,Holy shit I had never really heard Elon Musk speak before this is not what i was expecting him to sound like.,202,4,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2169,              @SanjeevKumar-hn2ml            ,,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2170,              @Mirracle74            ,"A visual designer should design Planet Earth’s flag! That way we could say, “We are from the tribe known as The People of the United States of America 🇺🇸, part of the larger tribe known as The Humans and A.I. Software/Hardware Beings of Planet Earth [insert Planet Earth’s flag]!”",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2171,              @uncivilrocket502            ,"Holy shit, so many people are angry because this man has money",1,1,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2172,              @mr.j.l.8030            ,aI is so wonnerful its beyond past me elonnee love ya so much,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2173,              @codecat3382            ,"AI is a double-edged sword 
however, we have to develop AI maybe AI can shows human we never discover",0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2174,              @adthompson154            ,"‘No body listened’, unsettling that he speaks in past tense.",2.1K,36,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2175,              @MrBlackva23            ,Information being downloaded from the intuition will sound like this coming out! He's listening as he speaks? ,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2176,              @kellymiddaugh9653            ,In your comments people mention you love hearing him speak but are you listening !,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2177,              @cathmicole            ,I think it's funny how people worry about loss of control when we have none.,341,15,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2178,              @portdicksondrive8972            ,Elom musk biggest fear maybe about human relationship among each other. Before everything out of control we better be the ones who are taking part in those wisely.,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2179,              @valthormoor5426            ,Same tunnels as Phil Schneider was talking about? Isn't there all this radioactive activity going on on Mars the size of LA,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2180,              @zerozerg2789            ,They should go more in depth into Elon’s story and his childhood because we don’t know much about it,36,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2181,              @iibeauty0            ,Aahh Rogan... The cyberpunk utopia A. K. A the AI merge,0,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2182,              @damienkilcannonvryce            ,"“Pass that whiskey...” 
I really felt that",66,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2183,              @jimbaker883            ,"He says he tried to slow down A.I. and nobody listened, this is past tense. Singularity is already in existence.  This man NEVER EVER gives up on anything EVER. He's given up, hence it is alive.",359,15,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2184,              @roudyalhaddad7409            ,Elon’s voice makes me feel like I am watching a trailer for a new Terminator movie,71,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2185,              @BitHead1000            ,I feel like Joe is talking to Elon via satellite.,246,5,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2186,              @frankylucus1007            ,His body language speaks a million words when it comes to a.i,135,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2187,              @cadetri9716            ,Elon's accent changes like 9 times this episode,44,1,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2188,              @Xxalik88xX            ,"Rogan asking the right questions, this is why i love your podcast! :D",51,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2189,              @reederk091            ,"Watching him process human language is amazing. 


The way he says ""this was futile"" 11:10 made me shit myself.",265,6,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2190,              @RuShinSHOCK            ,Watching his mannerisms makes this 10x more terrifying,151,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2191,              @hexikkeksik1662            ,why i have the feeling that Elon is very carefully chosing his words ...  ?  He knows defo more about the future of AI than he is telling ...,564,31,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2192,              @botre6505            ,Elon looks like he's working on mutiplie ideas in his head while holding a conversation.,703,19,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2193,              @hannahlouise7210            ,"He literally said he’s an alien and I 100% believe him, not a doubt in my mind.",239,13,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2194,              @georgewood1421            ,I love how the wikipedia page now says that he is a  business magnet,198,5,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2195,              @TimmyTime99            ,"“Pass that whiskey, we’re gettin crazy over here. This is ridiculous” ",233,5,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2196,              @joyk5979            ,"Even his name sounds like one for the history books

Elon Musk will be taught to future generations the same way we are taught about Newton,  Einstein, Aristotle.",100,6,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2197,              @jv11112            ,What a fascinating creature. I recommend further study to unlock its secrets.,111,2,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2198,              @williamsahkil            ,When he spoke on ai & said nobody listened he never laughed this is a serious serious matter,197,2,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2199,              @stonea9e            ,'I got a million of ideas and there is no shortage of that...' - Elon Musk-,64,1,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2200,              @ZNASTYPhila            ,Elon Musk doesn't respond like a human.  I think he merged himself with AI.  He's the singularity. lol,255,13,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2201,              @elandru1207            ,"I hope Elon writes all his ideas down. 

Time is a factor as humans. I just dont want any of his ideas to never be explored.",515,15,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2202,              @myrddin8673            ,I like how joe rogan is having a deeper and smarter conversation with him then jack ma ,59,2,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2203,              @p_k_y_sstronaut2327            ,"Elon musk “I’m an alien”, me “he’s not kidding”",106,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2204,              @JS-cn5tv            ,"First half: wow Elon is so smart!
Last half: we are f@cked",578,4,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2205,              @garymackridge8697            ,"Love how Elon drops a stealth Aliens reference in at 2.20 ""not bad for a human""",98,4,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2206,              @nolovedrjones9668            ,"Joe missed Elon's Bishop from Alien quote

""Not bad, for a human""",232,6,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2207,              @DrAdnan            ,“I tried to convince people to slow down...this was futile...I tried for years...nobody listened”,251,18,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2208,              @benjaminmorel26            ,Elon either doesn't know as much as he let's on or he knows so much more and is afraid to let every one know.,104,9,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2209,              @Satellizer6077            ,"Everytime he talks, his eyes start to move like he's reading his answer off of something in his mind...would be an Elon Musk-thing to have, augmented vision.",108,14,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2210,              @onijackson7101            ,This sounds like every Black Mirror episode coming true.,230,3,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2211,              @dontreadmycomments3271            ,He's trying so hard not to violate the Prime Directive,250,20,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2212,              @vhagg5510            ,He looks like he’s getting flashbacks,1.5K,29,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2213,              @stevenwallace1779            ,"He truly does not speak until he has full thought of each word, he never says ummm, hmmm, ahhhh, etc...there is no filler noises between words or sentences.",662,32,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2214,              @timentimentimen            ,"Monotone robotic voice: ""I tried to convince people to slow down... Slow down AI... To regulate AI... This was futile... I tried for years... Nobody listened... Nobody listened...""",442,28,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2215,              @nickb3383            ,"""Were all collectively programming the AI"" damn",232,11,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2216,              @Beastmode24x7            ,"This is the way a interview should be, pause, and then answer the question.",65,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2217,              @ecbennyj8078            ,Every genius is a little strange in behavior,208,3,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2218,              @saarangsingh7654            ,"Wow. Shit just got real, unless we're in a simulation.",288,14,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2219,              @wreccen            ,"Summary.
The Musk: I want to be a magnet. Also, I'm an alien. Also, we're doomed.",80,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2220,              @crowley3015            ,"He literally said he's an alien. 
He said it, and then said it was true",578,33,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2221,              @ant___            ,"“... and the percentage that is not human, is increasing. And eventually, we will represent a small percentage of intelligence.”",58,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2222,              @charliealpha1831            ,Everyone has this wrong he not a Alien he’s from the future and he’s having PTSD when he tries to recounting the future and that’s why he stops talking sometimes. But he doesn’t want to seem totally crazy and that’s why he’s not screaming and telling everyone that we are all going to die and he is very smart because in the future this is just basic knowledge but to us currently he’s a genius.,44,4,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2223,              @cragzilla1186            ,"Joe: Elon what are you really? 
Elon: I’m a cybernetic organism, living tissue over metal endoskeleton",43,0,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2224,              @elonesqandar3782            ,"Elon: A.I. can be out of control.

Also Elon: I want merge A.I. into Human brain.",156,23,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2225,              @SquatSimp            ,"14:23 ""It could be terrible and it could be great: it's not clear. But one thing's for sure we will not control it.""",543,15,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2226,              @reposetion            ,10:55 flashbacks of AI overtaking his home planet,281,10,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2227,              @vickyoli            ,Everytime I see Elon Musk thinking his response it’s like “RETRIEVING...”,157,6,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2228,              @TalkingThrones            ,Joe interviews the Elon 9000...,4.3K,36,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2229,              @jonnyboy7628            ,Joe “Pass that whiskey we’re gettin crazy over here” Rogan,152,2,https://www.youtube.com/watch?v=Ra3fv8gl6NE
2230,              @zackvipvtm            ,Lmao Joe got Elon to hit that blunt now he's lagging hard asf,270,11,https://www.youtube.com/watch?v=Ra3fv8gl6NE
