Username,Date,Post,Post sentiment,Post subjectivity,Comments,Reactions,Reposts
Dr. phil. Martin Weiss,15-03-2023,"Wie sieht die Zukunft durch Mixed Reality aus?#MRwird für Menschen#Bildungund#Teilhabeunabhängiger und einfacher ermöglichen.Mixed Reality und#AIwird zudem die#Sozialwirtschaftund den#HealthcareBereich verändern.#akquinetist hier sehr engagiert und Lösungspartner zu diesen wichtigen und herausfordernden Themen der Zukunft.Ich hatte gestern auf dem Microsoft - Azure IoT Hololens - Solution Summit wieder viele interessante Gespräche und tollen Gedankenaustausch dazu.Vielen Dank an dieser Stelle an Frau Violeta El-Wafi, IT Business Analyst Osram, zu unserem inspirierenden Fachaustausch zu Robotic & Artificial Intelligence.",0.128,0.48333333333333334,1 ,1,3 
Prof.Christian Farioli,15-03-2023,"[ATTENTION ALL AI ENTHUSIASTS AND CURIOUS MINDS!]If you're looking to learn more about the groundbreaking capabilities of GPT-4, you won't want to miss this article. ""10 Mind-Blowing Things You Didn't Know GPT-4 Could Do"" will take you on a journey through the limitless potential of this cutting-edge technology. From writing novels to predicting the stock market, GPT-4's abilities will leave you in awe. So grab a coffee and dive into this fascinating read to discover just how incredible the future of artificial intelligence truly is.Don't miss out!#ai#future#artificialintelligence#digitaltransfomation#digitalacceleration#digitalfuture",0.9604,0.7678571428571429,10 ,23,1 
AMETIC,15-03-2023,"📍Vuelve el AMETIC Artificial Intelligence Summit 2023#AIAMSummit23el próximo 26/04.Un espacio único para el intercambio de conocimiento y experiencias, convertido en uno de los foros anuales de referencia para el sector de la#IAen España👉🏼¡Regístrate!https://lnkd.in/dUhfq5uX",0.5255,1.0,1 ,5,0
TechNative,15-03-2023,#AIneeds to deal with gender bias – or it will never reach its potential#WomenInTech#WomenInSTEM#WomeninBusiness#MachineLearning#ArtificialIntelligencehttps://lnkd.in/eDnegEJF,-0.1215,0.0,0,0,0
Dr. Stefan Wess,15-03-2023,"„… these [Artificial General Intelligence] claims have no support whatsoever, neither in neuroscience, nor in computer science, nor in mathematics.“Yep. Correct 👍We do not understand anything up to now.AGI is still a science/theory and not a scaling up engineering problem.A bird 🦅 is not a plane ✈️„… do not listen to these clowns.“ 🤡😀#computerscience#intelligence#mathematics#neuroscience",0.128,0.75,3 ,4,0
Modulai,15-03-2023,"We are excited to announce thatModulaiwill be joining theGothenburg Artificial Intelligence AllianceConference for the fifth time on April 5th. This year, our very ownAbgeiba Isunza Navarrowill be presenting on the topic of ""Synthetic Data for Computer Vision Problems when Real Annotation is Too Expensive."" 🎙👁 At our booth, we will demonstrate some of our computer vision solutions and share details about the projects we have completed since last year.👋 We can't wait to share our knowledge and insights with everyone attending, and mingle with you on-site! Sign up today to secure your spot!#Modulai#GAIAConference#ComputerVision#SyntheticData",0.9167,0.530952380952381,1 ,5,0
Think Digital Partners,15-03-2023,Automated Intelligenceawarded contract forCabinet Office’s Artificial Intelligence#DataRemediation and Migration Projecthttps://lnkd.in/e3Bph9U4#ai#thinkdata#governmentSimon Cole,0.0,1.0,0,2,0
Teta Sonia Kanakabakwiye,15-03-2023,"Après 7 mois enrichissants à Burgundy School of Business, je suis prête à me remettre au travail. Je suis actuellement à la recherche d'un stage de six mois dans le domaine de l'intelligence artificielle et des technologies numériques. J'apprécierais tout contact, conseil ou opportunité que vous, ou quelqu'un que vous connaissez, pourriez m'offrir.After 7 rewarding months at Burgundy School of Business, I am ready to get back into work mode. I am currently looking for a six month internship in the field of Artificial Intelligence and Digital Technologies. I would greatly appreciate any contacts, advice, or opportunities that you, or someone you know, could offer me.#lookingforopportunities#recherchestage#recherchedestage#opentowork",0.92,0.5214285714285715,0,0,0
Tinka Gogosheva,15-03-2023,"🌍 X World Union Token is a revolutionary token backed by income from 20 projects with a total valuation $11,792,000,000✅ Secured by 20 projects❇️xwu.plus- about XWU✅ White paper -https://lnkd.in/gUNN8RCR💎 The flagship product is the X-Phone -x-phone.plus⭐️ About X-Phone -youtu.be/-OjTVXoeBlQ🤝 Join us🌍 Telegram:chat =>https://lnkd.in/gFD2-nDwchannel =>https://t.me/xwuen❇️ Twitter:https://lnkd.in/gceGt5yy♻️ All services:x-world.plus- main page with search and links to all servicesaladdin.land- marketplacex-banking.world- digital bank for crypto and international currency pairsconnects.plus- messenger with auto-translation in 68 languagesfai.limited- digital doubles - user can entrust the artificial intelligence to manage their social media accountsx-video.plus- hostingx-web.plus- website builderx-chat.plus- a web service for rapid exchange of text, audio and video messagesx-mail.plus- secure email hostingx-sky.plus- sky mapx-disk.plus- secure cloud storagex-online.plus- a next-generation cloud platform for running and growing a businessphotogram.plus- a cloud-based service for capturing, storing and sharing creative photos and videosx-store.plus- app, game and multimedia storex-academy.plus- educational space on the internettiesdb.com- ties.db is the first public database for dec structured data storagenew services will be added as soon they will be rdy",0.9565,0.36,1 ,3,0
Massimo Morielli,15-03-2023,"Until now, AI was used mainly by companies to automate processes or services for their clients. Today, that technology is accessible to everyone… for free! Companies likeOpenAI, enable individuals to use Artificial Intelligence in their daily lives and we´re seeing more and more AI-generated content than ever before. Logically, many questions arise: How can these new AI tools enhance the speed and originality of innovation? How will copyright issues be dealt with? Will students learn something at school, or will they just become “copy-paste” experts?Read more about this trend by clicking on the full Life Trends 2023 report byAccenture Songbelow.#AccentureLifeTrends#AccentureSong#AI#ArtificialIntelligencehttps://lnkd.in/egvKhKmV",0.8699,0.5011707988980715,2 ,11,1 
Arthur Khachatryan,15-03-2023,nan,0.0,0.0,0,0,0
Shawaiz Hussain,15-03-2023,Microsoft has confirmed that its artificial intelligence-powered Bing chatbot runs on OpenAI's next-generation GPT-4 language model.,0.0,1.0,0,0,0
Lyrium Venture Partners Limited,15-03-2023,"#Digital#technologyis now at the center of our everyday lives. For#businesseslooking to further grow their organizations, adopting#artificialintelligencehas become fundamental for#growth. Having#AI-informed#leadershipat the top of the organization creates#opportunitiesfor companies and their#leadersto#workmore efficiently, optimize operations, and improve on the overall accuracy and#productivityin their#workplace.https://lnkd.in/gqPQx-rd",0.8625,0.33999999999999997,0,0,0
3Rs Centre Utrecht,15-03-2023,"5 – The questionable physiological relevance argumentWhy do you add fetal calf serum (FCS) to your cell culture medium? If your answer would be that it helps your cells to attach and to divide, ask yourself whether attachment and proliferation are indeed compatible with the cellular phenotype you want to study. Are you not altering the physiology of your cells to ever proliferating tumor look-a-likes? Is feeding your cells concentrate not turning them into little body builders? Is FCS indeed a valid ‘golden standard’, or is there room to better mimic human physiology?There are good scientific arguments to change cell culture habits and we will outline 7 of them in weekly posts. Many good alternatives to FCS have been developed and tested over the last years (FCS-free database:https://www.fcs-free.org/)! They may just need to be tested for your specific application. And if you want to know more, visit the 3RCU website (https://lnkd.in/eXSSxuMp).#leadorfollow#FCSfree#cellculture#replacement#alternativesImages are generated using open-source artificial intelligence (DALL.E.2)",0.899,0.4494047619047619,1 ,5,1 
"Giuseppe Mauro Scarpati, MBA",15-03-2023,Pega's Don Schuerman weighs in on why businesses need to better understand available AI tools and how to apply the right ones to the job.,0.4404,0.4785714285714286,0,0,0
Jorge Gómez,15-03-2023,"Hello everyone,I wanted to share some exciting news about howStripeis usingOpenAI's Chat GPT-4 to improve the user experience and combat fraud.As you may know, Stripe provides financial infrastructure to enable businesses of all sizes to accept payments securely and easily. We are constantly looking for ways to make our platform even better, and we believe that artificial intelligence and machine learning can help us achieve that goal.One area where we are using AI to enhance the user experience is through our Chat GPT-4 integration. This technology allows us to provide personalized and conversational customer support to our users in real-time, making it easier for them to get the help they need when they need it. By using natural language processing, Chat GPT-4 can understand the intent behind a user's question and provide relevant responses, reducing the time and effort required to resolve issues.But Chat GPT-4 is not just improving the user experience - it's also helping us combat fraud. By analyzing vast amounts of data and detecting patterns, our machine learning algorithms can identify potential fraudulent activity and flag it for review. This helps us to protect our users and maintain the integrity of our platform.At Stripe, we are committed to using technology to make online payments safer, easier, and more convenient for everyone. We believe that Chat GPT-4 is a powerful tool that can help us achieve these goals, and we are excited to continue exploring its potential.Thank you for reading, and I look forward to sharing more exciting updates with you in the future!",0.9937,0.6523148148148148,0,7,0
AI Campus – The Learning Platform for Artificial Intelligence,15-03-2023,"Mit dem Bildungspaket ""KI in meinem Alltag"" vomThink Tank iRights.Labmöchten wir (angehende) Lehrer:innen dabei unterstützen, das Thema KI in den Unterricht zu bringen!Das Materialpaket setzt sich aus 15 Unterrichtsmaterialien zusammen, darunter:📺 Videos🔊 Audio-Interviews💡 Infografiken📑 Texte & ArbeitsblätterDie Unterrichtsmaterialien sind für den Einsatz in der Sekundarstufe I (v. a. Klasse 7-10) geeignet, sind fächerübergreifend gestaltet und richten sich nicht nur an Lehrer:innen der MINT-Fächer. Das Bildungspaket ist modular aufgebaut, sodass ihr alle Materialien sowohl einzeln als auch zusammenhängend einsetzen könnt. Alle Materialien sind niedrigschwellig und didaktisch aufbereitet.Jetzt downloaden:https://lnkd.in/eym-Mdst#KICampus#KI#Schule#OER#LernenmitKI",0.0,0.0,0,3,0
Akshita Chaturvedi,15-03-2023,"“Artificial intelligence would be the ultimate version of Google. The ultimate search engine that would understand everything on the web. It would understand exactly what you wanted, and it would give you the right thing. We’re nowhere near doing that now. However, we can get incrementally closer to that, and that is basically what we work on.”—Larry Page#AI#Google#marketingmind",0.4767,0.6976190476190477,0,0,0
Responsible AI Network - Africa - TUM/KNUST,15-03-2023,"How important are ethics and regulation for effective, responsible Artificial Intelligence in Africa? This conference brings together internationally renowned experts in the field of#responsibleaiand gives the opportunity to share with the#AIcommunity in#Senegalin particular, and in#Africain general, experiences and insights on the importance of#aiethicsand#airegulation.#artificialintelligence#RAINAfrica#IEAI#RAIL",0.9413,0.5976190476190476,0,4,2 
Africa Data School,15-03-2023,Applications of Artificial Intelligence With @Adgenstidio.The new way of creating persuasive ads.#artificialintelligence,0.6486,0.7272727272727273,0,0,0
MSc Data Science & Artificial Intelligence - Université Côte d'Azur,15-03-2023,"📢  Applications for the IDEX Scholarships are now open, join the MSc Data Science and Artificial Intelligence atUniversité Côte d'Azurfor the September 2023 intake !👉 Apply to the IDEX Scholarship :https://lnkd.in/dAaHh9RJ👉 Join the MSc DSAI :https://lnkd.in/dPDrYeWY",0.7777,0.75,0,0,0
Josh Unsdorfer,15-03-2023,"Wow! what a launch day forventurefy.venturefyis now the Top Rated Product across multiple categories onProduct Hunt:🥇 #1 Top Rated Product in Artificial Intelligence 🤖🥇 #1 Top Rated Product in Business Intelligence 🧠🥇 #1 Top Rated Product in Data Visualisation  👁️AND🥈 #2 Best Rated Product OF ALL TIME 🏆Take a look >https://lnkd.in/dgfQgPzUBeyond the sensational response from users, the team atProduct Hunttook also WROTE A FULL LENGTH FEATURE aboutventurefyin their newsletter AND posted an article about us to their 50k+ subs via their Linkedin Page.The support from users andProduct Huntmeans so much to us in our push to catalyse a paradigm shift in#corporate#transparency❤️ We are truly gratefulA transparency revolution has begun ✅Want to find out what all the noise is about: register now @www.venturefy.com#businessintelligence#datavisualization#artificialintelligence#bestrated#producthunt",0.9758,0.5196969696969697,4 ,21,4 
Marlene Joy Rocha,15-03-2023,"Become an Appen Contributor! We are looking for#EnglishSpeakers residing in#Congo!!!Do you want to be a part of something bigger? Do you enjoy researching, learning new things, organizing, and labeling? We do too!What exactly is a search evaluation job?As an evaluator, your job is to analyze if the content, images, video, and/or advertising is relevant.In this project, you will annotate photos to help improve the product and services of the world's largest search engines.Project Requirements:Gmail and Google Photos services accessAn Android or iOS SmartphoneChrome or Firefox browserEnglish speakers residing in CongoBy joining this project, you'll not only help make a better user experience but also have the opportunity to work on other projects at the forefront of artificial intelligence for the world's largest technology companies.Apply Now!https://lnkd.in/gjzKF8aXWhat to expect when you register:Create an Appen AccountChoose English (Congo) as your primary languageComplete your profile and project registration [5 min]Study the provided guidelines [at your own pace]Agree to confidentiality and ways of working rulesPass the quizThank you and we hope to work with you soon!""Appen has a diverse, inclusive culture that is vital to our mission of helping build better AI. We offer opportunities for individuals of all abilities and backgrounds.""#careers#artificialintelligence#hiring#jobsearch#jobseekers#deeplearning#workingathome#recruiting#job#datascience#ai#jobopening#homeoffice#openings#applyhere#apply#applyjob#job#todaypost#jobseeking#jobfind#applyonline#intelligenceartificielle#work#opportunities#project#applynow#data#technology#innovation",0.9888,0.5368881118881119,0,2,0
CARLSON EVIG Alfa VC Fund,15-03-2023,"""Polish woman battles with diabetes and aims to conquer Latin America"" - this intriguing title introduces an article in Poland's leading economic newspaper,Rzeczpospolita, about our portfolio companyNutrix AG. The article tells the story of the startup, founded byMaria Hahn, and outlines the company's ambitious and sustainable goals. With artificial intelligence capabilities, Nutrix aims to help diabetics in their daily lives. 📰☕😊We are very proud to haveNutrix AGamong our portfolio companies, as its activities embody the concept of impact investing - investing not only to make a profit, but also to support the community or the environment. Congratulations toMaria Hahnand the entireNutrix AGteam!  💪🏻Thank you,Duszczyk Michal, for featuring our portfolio company and bringing attention to their mission. 😊🌐https://lnkd.in/dsM6e6vj#startups#medtech#venturecapital#impactinvesting#AI#diabetes",0.9476,0.6214285714285713,1 ,6,0
Boris Agatov,15-03-2023,"💪 I have been dreaming about this for a long time, and it has come true! Now my voice can be synthesized with only a 3-second (!!!!) a recording of my voice. Why will this give retail an incredible breakthrough?All the artificial world of communications has received all the necessary tools to become perfect, wait for them to be adapted for retail or get ahead of everyone in creating new communication tools of a new level.To create (repeat) a visual image of a person was the first, (https://lnkd.in/d2xChxrV) what could be done in the triune communication model: visual image, voice and ""intelligence"" and the ""fault"" of the cinema, where it is very much in demand.I was offered to make my image myself, but when I asked this image to speak with my voice, they said that it was 100 times more expensive and more difficult to do. And why do I need my animated image without my voice!And so Microsoft made a breakthrough (https://lnkd.in/dEiwD6f2) and now, instead of 60 thousand hours of speech, which were previously used to train a speech generator, only 3 seconds became enough (!!!!) and she can already synthesize various shades of speech (https://valle-demo .github.io/): anger, disgust, drowsiness, amazement, etc.). Fearing an avalanche of fakes, they did not put the VALL-E code into open access, but sooner or later, someone will build a similar model and it will be ubiquitous.And now it turns out there are all three components for changing communications in retail:• a visual image indistinguishable from a real person• GPT3 language model (https://lnkd.in/dhffWR2W), which is ""smarter"" than the average person• and now she can start speaking in the voice of any of your employeesAnd all this has fallen out on us literally in the last six months, hurry up to master these tools – they are great and promising.#storeof the future#retailof the future#shop4_0#innovationitaila#consumerstudies#CJM#ITTechnologiesMy Telegram channel ""Agatov Boris Tech Store 4.0""https://t.me/agatov_tech.About mehttp://agatov.pro/ (speeches, moderation, consulting)",-0.9254,0.4978585858585858,0,0,0
Dhruv Arnaud Fornerod,15-03-2023,"Tired of spending hours trying to generate leads?AI-powered tools are changing how we acquire customers, making it easier and faster than ever before. With this technology, you can create personalized marketing and sales messages that target the right people at the right time, automatically track leads, and predict which ones will convert into sales -- all with a few clicks! This is the future of customer acquisition and AI for savvy marketers and sales who understand its potential and want to stay ahead of the game.Imagine not needing to manually search through piles of data in order to find your best prospects – imagine having an artificially intelligent assistant do all that work for you. Time and resources are precious - don't let them go to waste any longer by relying on outdated tactics when there's a smarter way out there.Take control of your customer acquisition strategy now with powerful AI tools!AtFornerod Agency, we are revolutionizing digital marketing and business development with the help of AI tools. By leveraging advanced technology to optimize customer journeys, our clientele has been able to benefit from increased business growth and an influx of new customers.fornerod.comBe great!#BusinessDevelopment#ArtificialIntelligence#DigitalMarketing#CustomerAcquisition#BusinessEvolution#AI#OutboundSales#Prospecting#SocialeMediaMarketing#ContentMarketing#OnlineAdvertising",0.986,0.5318317099567099,0,0,0
Richard Monocay,15-03-2023,"Gmail and Docs have entered the chat:""Google is deepening its push into#generativeAI, introducing features that will let users create text in Gmail and Google Docs using the company’s#AItechnology.""Learn more, via CNBC ↓#largelanguagemodels",0.2732,0.5,0,0,0
Zarak Khan,15-03-2023,"The Rise of Artificial Intelligence in BusinessArtificial Intelligence (AI) has been a hot topic in the tech industry for several years now, but we are now seeing its widespread adoption in business applications. With advancements in machine learning algorithms, natural language processing, and computer vision, AI is transforming the way we work and making businesses more efficient, effective, and profitable.One of the most significant benefits of AI in business is the ability to automate repetitive tasks, freeing up employees to focus on more complex and creative work. This can save companies time and money while also improving the quality and accuracy of their output. AI-powered chatbots are also being used to improve customer service, providing instant responses to queries and reducing response times.Another area where AI is making a significant impact is in data analysis. By processing vast amounts of data, AI algorithms can identify patterns and trends that humans may miss, providing insights that can inform decision-making and improve business strategies. AI-powered analytics tools can also help businesses personalize their marketing efforts, identifying and targeting specific customer segments based on their preferences and behavior.AI is also transforming industries such as healthcare, finance, and manufacturing. In healthcare, AI-powered diagnostics tools can help doctors make more accurate diagnoses, while in finance, AI-powered fraud detection systems can identify and prevent fraudulent transactions. In manufacturing, AI-powered predictive maintenance tools can help prevent equipment breakdowns, minimizing downtime and reducing costs.However, as with any new technology, there are also challenges associated with the adoption of AI in business. One of the most significant concerns is the potential impact on jobs, with some predicting that AI could replace many human workers. To address this, businesses need to consider the ethical implications of AI and develop strategies for reskilling and upskilling their employees.In summary, AI is transforming the way we work and opening up new opportunities for businesses across industries. While there are challenges associated with its adoption, the benefits of AI in business are clear, and it is only set to become more prevalent in the years to come.#technology#ai#artificialintelligence#work#machinelearning",0.9971,0.5914141414141414,0,1,0
Piet Buyck,15-03-2023,nan,0.0,0.0,0,0,0
Zadex,15-03-2023,"#ZADEX| INTELIGENCIA ARTIFICIAL Y ÉTICAhttps://lnkd.in/dmrkG2CPLa#IAlleva años viviendo con nosotros, parece que es ahora, con la disrupción de#ChatGPTque es cuando ha aparecido; es verdad que cada vez evoluciona más; ya en 2018 se publicó ""Ethical Machines"" de Reid Blackman, lo acabo de leer y ha sido una lectura muy interesante; en un mundo cada vez más impulsado por la IA, Blackman nos hacer ver cómo debemos/podemos asegurar que nuestras máquinas sean éticas y justas. Desde la IA hasta la#robótica, este#libroofrece una visión única y provocativa sobre cómo la#tecnologíay la#éticadeben coexistir. ¡Muy recomendable si estas interesado en el futuro de la tecnología y la sociedad!¿Precisa expertos en DATOS?www.zadex.es| Especialistas en Datos.#AnalisisPredictivo#ModelosEstadisticos#AprendizajeAutomatico#InteligenciaArtificial#IA#AutomatizacionDeProcesos#Visualizacion#Datos#ZadexTecnología#Innovación#ZadexTransformacióndigital#ZadexITBusiness#Zadexdatos#ZadexTransformaciónDigital#ZadexITBusiness#ZADEX: ARTIFICIAL INTELLIGENCE AND ETHICShttps://lnkd.in/dmrkG2CPThe#AIhas been living with us for years, it seems that it is now, with the disruption of#ChatGPTthat is when it has appeared; it is true that it is evolving more and more; already in 2018 ""Ethical Machines"" by Reid Blackman was published, I just read it and it was a very interesting read; in a world increasingly driven by AI, Blackman make us see how we should/can ensure that our machines are ethical and fair. From AI to#robotics, this#bookoffers a unique and provocative take on how#technologyand#ethicsshould coexist. highly recommended if you're interested in the future of technology and society!Are you looking for DATA IT PARTNER?www.zadex.es| Data Specialists.#PredictiveAnalysis#Statistical#MachineLearning#ArtificialIntelligence#AI#ProcessAutomation#Data#DataVisualization#Visualization#Zadextechnology#Innovation#ZadexDigitaltransformation#ZadexITBusiness#ZadexData#ZadexDigitalTransformation#ZadexITBusiness",0.9841,0.6546428571428571,0,0,1 
Carbon Re,15-03-2023,"“Don’t hold out and wait for the perfect solution to decarbonize, it will be too late”Bodil Reckeat theGlobal Cementconference echoing the sentiment of our recent whitepaper. Reducing emissions significantly by 2030 is the priority. There are viable and scalable technologies such as LC3 cement, alternative fuels and process optimization powered by artificial intelligence, available today.Read our whitepaper here:https://lnkd.in/e6WBz5ma#industrialdecarbonization#decarbonization#LC3#alternativefuels#artificialintelligence#ai#processoptimization",0.8934,0.6607142857142857,0,2,0
Ben Lowe,15-03-2023,"Excited to share my latest article on how AI-powered search engines are revolutionizing the search industry! As a leading provider of SEO services, I'm constantly on the lookout for innovative ways to help my clients stay ahead of the curve. With the rise of artificial intelligence and machine learning, search engines are getting smarter and more effective at delivering relevant results.In my latest article on Ninja SEO Marketing, I explore how AI-powered search engines are changing the game for businesses of all sizes. From more accurate search results to personalized recommendations, AI is helping users find what they're looking for faster and more efficiently than ever before.If you're interested in staying ahead of the curve in the world of search engine optimization, I highly recommend checking out my latest article. And if you're looking for expert SEO services to help your business thrive, Ninja SEO Marketing is here to help!",0.9882,0.6910416666666667,0,1,0
Institute for Ethics in Artificial Intelligence - TUM,15-03-2023,"How important are ethics and regulation for effective responsible Artificial Intelligence in Africa? This conference brings together internationally renowned experts in the field of#responsibleaiand gives the opportunity to share with the#AIcommunity in#Senegalin particular, and in#Africain general,  experiences and insights on the importance of#aiethicsand#airegulation.#artificialintelligence#RAINAfrica#IEAI#RAIL",0.9413,0.5976190476190476,0,2,1 
Lava Kafle,15-03-2023,nan,0.0,0.0,0,0,0
Alessandro Mantelero,15-03-2023,"Some critical notes on a critical issue of the AI Act: Impact on fundamental rightsIn the final stage of the AI Act discussion, there is a positive focus on fundamental rights impact assessment (FRIA). However, the core issues relating to the model for carrying out this assessment have not yet been elaborated in such a way as to provide meaningful input to companies and other entities that will have to comply with the AI Act.Several limitations affect the proposed models:- Use of lengthy questionnaires following an awareness-raising than an impact assessment model- Misunderstandings about the key parameters to be considered for impact assessment- An aggregate impact on fundamental rights regardless of their specific nature- Little focus on how to quantify the risk, which is at the core of AI Act conformity assessment.Based on the experience of the DPIA/PIA, there is a need for more streamlined proposals that provide a methodology rather than a fixed scheme that cannot cover the full variety of#aiapplications.As in human rights impact assessment, self-assessment is possible but must be based on independent expert evaluation, which is the only way to contextualise how specific AI applications may affect#fundamentalrights. Expert-based evaluation, combined with appropriate stakeholder and rightsholder participation tools, can easily rely on a lean assessment model, which also improves the transparency of the assessment.Adopting such an approach is possible, not by using a 300-pages impact assessment model, but by outlining the key elements to be considered and framing a methodology to combine and assess the different AI risk components relating to fundamental rights (https://lnkd.in/d6wgRxWg, §5, open access).This is not to promote a personal point of view, already tested in various international contexts, but just to point out that the current debate is likely to complicate the way AI Act will be implemented. Unrealistic standards for HRIA/FRIA, rather than a general methodology, and lengthy and cumbersome assessment models (including misunderstandings in risk assessment) are not in line with the previous experience in DPIA/HRIA and are likely to turn FRIA into a mere ticking-box and bureaucratic exercise.Although a bureaucratic exercise may be of interest to a part of the standardisation and consultancy business, past experience teaches us that compliance only on paper does not help to tackle risks effectively.It would therefore be important for the EU bodies (includingEuropean Union Agency for Fundamental RightsandCEN and CENELEC), to start a serious and inclusive discussion on FRIA, avoiding inner circles and including real domain experts and critical voices.",-0.7195,0.565785764622974,15 ,74,5 
Sebastian Comsa,15-03-2023,"I rarely share these kinds of stories; however, this one stuck with me, and it has been quite a personal one. I was flying on a business trip the other day to Bucharest - Frankfurt - Luxembourg (Monday) and back to Bucharest via Munich from Luxembourg (Tuesday). So I had the pleasure of experiencing how an AI solution with no human supervision can impact your travel schedule when flights are delayed, missed connection and arrival of 6hours+ at the destination.So why has this stuck with me? I have been talking a lot about ethics and explainability in AI. Not just industries like financial services should be under scrutiny when it comes to the usage of AI in decision processes. Such as credit scoring and load applications that are processed without human intervention, and financial institutions need to prove and explain to the regulator why the AI solution took that decision.So what happened to me? My first leg of the flight was delayed, which in turn made me lose my connecting flight; now, as you'd imagine in a usual scenario, you'd think you will be rebooked on the next flight. And I was rebooked to the next flight back from where I started my journey, not to my actual destination. So clearly, this airline company's new AI solution has made a wildly inaccurate decision that impacted me. It cancelled all other flights and booked me on the returning flight from Frankfurt to Bucharest. So the AI decided that I don't necessarily need to be in Luxembourg because I need to return to Bucharest right after arriving in Frankfurt.Oh, hi,Lufthansa; let's talk about ethics, explainability and accountability when using AI solutions that impact your passengers in a way that there is no human supervision. I'm a big fan of yours, but your goals of saving on personal and investing in a solution that needs to be adequately trained are giving you more trouble than saving money.I want to give big kudos to the ladies in the Lufthansa Senator Lounge Hall B (FRA Airport) for doing their best in reinstating my flights and booking me on the last flight to Luxembourg so I can get there and attend an important client meeting! This proves that AI solutions can't replace the ethics and empathy of human touch in these processes, so kudos for their actions in trying to make it right! Is there any explainability included in the decisioning of the AI process?Lufthansa, I recommend getting up to speed with the latest directives at theEuropean Parliament- legislation in progress (https://lnkd.in/eiu_sRHb) for Artificial Intelligence liability directives; this will cover accountability. 😎Nevertheless, kudos again to your excellentLufthansaground staff who got me to the end where I needed to go, even though it was 6h+ later; now let's talk privately about my customer rights ( on missed connection and delayed arrival at destination).#ai#travel#explainableai#ethicalai#dataanalytics",0.9872,0.31625370243791295,1 ,8,0
Temidayo Jacob,15-03-2023,"AI is rapidly becoming a major part of our society.From chatbots to self-driving cars, we can all see that artificial intelligence has the potential to transform our world in extraordinary ways.However, the question here is:What happens when these intelligent machines malfunction?Find out in my recent article, as I examine the cause, effect, and prevention of AI apocalypse.#artificialintelligence#ai#chatgpt#techwriting#technology",0.7269,0.7857142857142857,0,2,0
Scott Beck,15-03-2023,View my verified achievement from Coursera.,0.0,0.0,0,0,0
Ohio Digital,15-03-2023,"𝟐𝟎𝟐𝟐 𝐀𝐈 𝐚𝐝𝐯𝐚𝐧𝐜𝐞𝐦𝐞𝐧𝐭𝐬 𝐟𝐨𝐫 𝐝𝐞𝐯𝐞𝐥𝐨𝐩𝐞𝐫𝐬: 𝐭𝐡𝐞 𝐩𝐨𝐰𝐞𝐫𝐟𝐮𝐥 𝐜𝐨𝐦𝐛𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐨𝐟 𝐎𝐩𝐞𝐧𝐀𝐈 𝐂𝐨𝐝𝐞𝐱 𝐚𝐧𝐝 𝐆𝐢𝐭𝐇𝐮𝐛 𝐂𝐨𝐩𝐢𝐥𝐨𝐭🔹 OpenAI Codex and GitHub Copilot may be currently no longer brand-new to developers. However, 2022 saw widespread exposure of the technology world to these tools. OpenAI Codex and GitHub Copilot are powerful tools that provide programmers with intelligent code recommendations and completion for improved development efficiency.🔹 The Codex model series is a descendant of OpenAI’s GPT-3 series, which has been trained on natural language as well as billions of lines of code. Codex is all about translation. Thanks to OpenAI Codex, computers are more able to understand our intentions. It allows us to use natural languages and interpret these inputs into lines of code.🔹 When understanding the way how OpenAI Codex operates, developers can find their workload to be much lessened. What they must do is to divide the large problem into smaller ones and describe the APIs, libraries, and functions so that Codex understands exactly what they want. The Codex system will handle the rest, making suggestions and generating lines of code according to the input.🔹 GitHub Copilot (using OpenAI Codex) is a cloud-based artificial intelligence software powered by GitHub and OpenAI that supports programmers by autocompleting code. It is now available for usage by developers in Neovim, JetBrains IDEs, Visual Studio, and Visual Studio Code. According to GitHub's research, GitHub Copilot generates more than 40% of code for developers who use it on average, increasing coding speed by 55%.✨ 𝐁𝐞𝐧𝐞𝐟𝐢𝐭𝐬 𝐨𝐟 𝐆𝐢𝐭𝐇𝐮𝐛 𝐂𝐨𝐩𝐢𝐥𝐨𝐭⚡️ It makes recommendations for code based on the project’s context and style convention and even suggests providing the complete algorithms, accelerating the speed of coding⚡️ It is relatively easy to use⚡️ GitHub Copilot has helped 88% of devs feel substantially more productive.For that reason, OpenAI Codex and GitHub Copilot deem inevitably valuable tools for developers. At the same time, while it is impossible to reject the mind-blowing functions and assistance of these two tools in programming, keep in mind that they cannot entirely replace programmers because they need our input and critical editing for producing viable code in reality.---Ohio Digital - More than a partnerAddress:- 6 Kingsborough Way, Zetland, NSW 2017, Australia- 11F, MITEC Building, Duong Dinh Nghe Street, Yen Hoa, Cau Giay, Hanoi, VietnamEmail:info@ohio-digital.comTel: (+84) 24 3795 5813#Technology#News#OpenAI#Github",0.9633,0.5133415435139574,0,0,0
