Username,Date,Post,Post sentiment,Post subjectivity,Comments,Reactions,Reposts
Wittingly Ventures,15-03-2023,"What is this new PM specialization called ""AI Product Management?!"" How do you hire for it, grow your team into it, or become one?I loved working with my co-author Polly M. Allen who is the founder for AICareerboost and was Principal AI Product Manager on Alexa to write this article. If you don't have time for the full article, here's the cheat sheet summary (and no, not ChatGPT was NOT involved):ARTICLE TAKEAWAYS- AI Product Management is a new area of specialization of Product Management, similar to specializations like ‘Growth PM’ or ‘GTM PM’ in its reliance on specialized skills, that relates to developing and managing products that leverage AI.- AI Product Managers require traditional core product management skills - being able to identify the right problem, and being able to deliver the right solution - with additional depth in software engineering, data-centric skills, communication and risk management.- Hiring and development of AI Product talent depends on the stage of your project. For discovery-stage initiatives, emphasize user knowledge and domain expertise. For optimizing and scaling, look for technical depth and data-driven decision-making.- Develop technical knowledge in domain-expert PMs by pairing them with AI technologists during planning. Develop user empathy in more technical PMs with data analysis of usage patterns, and pairing them with user research teams.- Many AI initiatives have been technology led, leading to a bias to hiring AI technologists as PMs rather than upskilling domain experts or optimization-focused PMs in AI. Organizations need to invest in developing AI knowledge in their product teams to fully take advantage of the latest innovations in AI.hashtag#productmanagement#ai",0.7924,0.4956574675324675,0,0,0
AFP Technology,15-03-2023,Grow your business with our tailored approach to software & technology solutions.Let us use our expert knowledge to find efficiencies that make your systems work harder & smarter.Take back precious time each day to focus on other parts of the organisation.Why not use the power of Amazon Alexa and automate your business processes:https://bit.ly/38Sc6IC#Software#Technology#Bespoke#maximiseefficiency,0.7906,0.34375,0,0,0
Kaadas Smart Door Locks,15-03-2023,"📌Kaadas KA227 Wi-Fi Fingerprint Smart Lock√ 3D biometric fingerprint sensor, recognizes your fingerprint in 0.3s ​√ Remotely control lock or view status from anywhere via Kaadas App ​√ Works with Amazon Alexa and Google Assistant ​√ Up to 20 user PIN codes & 50 fingerprintsJust stay tuned to us for more updates!#smarthome#kaadas#homeautomation#kaadaslock#wifilock#KaadasKA227#deadbolt#iot",0.5707,0.4476190476190476,0,2,1 
Teresa Zhang,15-03-2023,"RF1: Retrofit doo lock tuya BLE1. tuya BLE,with gateway can connect with Alexa and Google home2.Installed in your existing door lock,3.Workwith American and European lock#retrofitlock#automaticlock#tuyadoorlock#americanlock#euromortiselock#doorlock#smartdoorlock#electroniclock#digitallock#alexalock#googlehomelock#tuyadoorlock#bluetoothdoorlock#keypadlock",0.0,0.0,0,0,0
Christoph Reiß,15-03-2023,Kludi E-GO VoiceSimple voice control via Alexa or Google Home.Innovation made by Kludi!#Kludi#E-GO#kludie-go#alexa#google#googleassistant#sprachbedienung#voicecontrol#innovation#zukunft#future#thefuturestartshere,0.0,0.0,0,5,0
Bartosz Rega,15-03-2023,"#gpt4went live yesterday.(Greg Brockman, president of OpenAI didn't spill a word last week during an interview at#sxsw, but there were some rumors flowing around).I've consciously ignored all the ""revolutions"" from previous years like AR/VR, blockchain, voice (alexa, ...), metaverse or even the AI hype understood as machine learning.I understood their applications. They got their place. But I never believed they would get as big as the tech world, media and business wanted them to be.Everyone was hunting for the next frontier of technology that would, ultimately, result in tremeondus wealth being created - and being up for grabs.But, in my mind, what happens right now in the#AIspace is on par with the impact of world-changing computing technologies:Mainframe computing (50s-90s), PCs (80s/90s), internet (90s/00s) and mobile devices (00s/10s).Fasten your seatbelts. There are interesting times ahead of us.Tech hasn't been that interesting since more than a decade.",0.9349,0.3971861471861471,0,2,0
"Knowhome Door Lock Technology Co., Ltd",15-03-2023,"RF1: Retrofit doo lock tuya BLE1. tuya BLE,with gateway can connect with Alexa and Google home2.Installed in your existing door lock,3.Workwith American and European lock#retrofitlock#automaticlock#tuyadoorlock#americanlock#euromortiselock#doorlock#smartdoorlock#electroniclock#digitallock#alexalock#googlehomelock#tuyadoorlock#bluetoothdoorlock#keypadlock",0.0,0.0,0,0,0
Georgie Meredith,15-03-2023,"This week on.... * HEROES HOT TOPICS *Georgie Meredith""Turning our Attention to Attention"" - Should we be prioritising Attention over Viewability metrics? A great read on how Viewability standards should be a given and how meaningful metrics like Attention will help deliver better quality and more efficient ads. Check ourShowHeroes Groupwork with Adelaide and Lumen to report on OLV and CTV attention metrics to further boost campaigns we run.""Read more here:https://lnkd.in/ey9a4VXXGrace Brecknock""Gen X will be the last generation to live with any first-hand experience of what the world was like without the internet or smartphones, and Gen Z is the first to never know the world without our modern reliance on the web and mobile devices. Each audience type has differing values, so its important to create a strategy that is authentically and attitudinally compatible with many. Each generation has been positioned to surpass the one before it in online and offline purchasing power which technology has helped grow.""Read more here:https://lnkd.in/eyEaFAC4Hatty Green""Engaging with the Gen Z audience seems to be the pinnacle of advertisers strategies today, trying to find a way to be noticed by this tech savvy generation. They have not only been raised with multiple screens, but they've been pretty much raised by Alexa!- which is why ShowHeroes' newest CTV product allows for users to purchase from screen to Alexa!""Read more here:https://lnkd.in/evMzeW2u#adtech#brand#attention#viewability#videoadvertising#content#personalbranding",0.9661,0.5238095238095237,0,4,0
Alexa Hamps,15-03-2023,"📣 UK Clinical Research Associates with a passion for Haematology Clinical Trials!Do you strive for a better work life balance; to work for a company who truly cares about both your personal and professional growth, as well as the communities of patients whom we are collectively working towards helping?Look no further - reach out to myself, Melania Furmaniak or Natasha Campbell to talk about what Syneos could mean for you in 2023.alexa.hamps@syneoshealth.commelania.furmaniak@syneoshealth.comnatasha.campbell@syneoshealth.com#opportunities#syneoshealth#clinicalresearchassociate",0.9286,0.4175,0,5,0
Associazione Italiana per l'Intelligenza Artificiale,15-03-2023,"🎤 “La possibilità di riconoscere ciò che noi diciamo, come nel caso di Alexa, implica una capacità di analisi del linguaggio, di capire il contesto di cui parliamo. Perché è difficile dare una definizione di#IntelligenzaArtificiale? Perché è complesso dire cosa sia intelligenza e cosa stiamo cercando di replicare.Io, come ricercatore di#IA, prendo spunto da Alan Turing, personaggio simbolo di questo mondo, che ha contribuito in modo incredibile alla vittoria delle forze armate nella Seconda Guerra Mondiale.Lui, da giovanissimo, scrive un libro che inizia con questa frase: ‘Le macchine possono pensare’.La sua soluzione all’enigma cerca di andare oltre al concetto di Intelligenza.”Il nostro Presidente Gianluigi Greco, il 30 marzo dell’anno scorso, è stato ospite di ""Altro che Chiacchiere"" su TEN -Teleuropa Network.In un dialogo con gli studenti del corso di “Scienze Turistiche” e “Lingue e Culture Moderne” dell’Università della Calabria, ha approfondito il ruolo delle#IAnella nostra quotidianità.👉Potete recuperare il video qui:https://lnkd.in/dghNK7KV",0.2023,0.0,0,0,0
Michela Osvaldi,15-03-2023,"Vorresti specializzarti nella professione di Piegatore di Lamiera CNC?L'Accademia della Piegatura, unica scuola riconosciuta a livello Italia, sta arrivando!Se interessato/a a partecipare, non perdere l'occasione, manda il tuo Curriculum a:osnago.copernico@gigroup.comAlexa Timpanaroed io ti contatteremo per illustrarti questa magnifica opportunità!#academy#piegatura#meccanica#mechanical#gigroup",0.0,0.0,0,0,0
yogesh ( govind) rane,15-03-2023,"New workPromo Director (Colors Marathi) :- Yogesh RaneHead-On Air Promotion & Post (Colors Marathi) :- Rahul Madhukar SalgarDirector of Photography:- Mihir mahadhirEditors (Colors Marathi) :- Parag Kulkarani , Nitin murkuteAssociate Director :- Amol JadhavAssistant director - MadhuraMusic :- Kunal karanSound mixing -  doyalArt Direction :- dilip patwaGFX - Ritesh patil, Vinit thorvecostume - KarishmaMake up & Hair :- Mukesh Zala & TeamOnline - joginder singh vernaGrade :- Swapnil Patole (Famous Studio)Camera :- Arri Alexa - SXTVoice :- Nihar BhosleSound recodist - Pradip dubeyP.R ( Colors Marathi) :- Gayatri Kolte - MuleyProgramming Head ( Colors Marathi) :- Viraj RajeProduction Managers ( Colors Marathi) :- Sanjay Jinwal & Chandrabhushan TiwariSupport :- Fantastic Fifteen (Colors Marathi Oap)#colorsmarathi#Promodirector#promo",0.5574,0.7848484848484848,0,3,0
Aida Sadeghi,15-03-2023,(Fragments)Produit en 2022/2023Tourné avec Arri Alexa mini + Zeiss SuperSpeedMon rôle sur le projet : chargé de production,0.0,0.0,0,0,0
Alexa Manpower Services,15-03-2023,"HIRING#HARDWARE_NETWORKING_ENGINEERFOR WELL RENOWNED CORPORATE GROUP OF PUNJAB.OFFICE LOCATION-LUDHIANA,SOUTH CITYSALARY-UPTO 25K#wedontchargefromcandidates#IMMEDIATE_JOINERPREFERRED ONLYDETAILS CONNECT WITH MS SAKSHI- #9888112052/ #7837400416#ORYOU CAN WHATS-APP RESUME WITH JOB CODEJOB CODE-#HARDWARE_NETWORKINGREGARDS,#hardwarenetworking#15_03_2023#alexamanpowerservices#Expertsince2010#MarketleadersImportant Please Note !!We receive a lot of applications on a daily basis so it becomes a bit difficult for us to get back to each candidate. Please assume that your profile has not been shortlisted in case you don't hear back from us in a weeks , Your patience is highly appreciated.",0.8446,0.1833333333333333,0,0,0
PwC Société d'Avocats,15-03-2023,"Le 23 septembre 2022, le Tribunal de commerce de Paris a condamné la pratique visant à procéder à des distributions exceptionnelles de réserves en dehors de l’assemblée générale annuelle d’approbation des comptes.Dans notre dernière eAlerte#juridique,Marie Sciberras,Julie Roullet ChazaletAlexandra Rubio Ouahbaanalysent ce jugement et ses conséquences sur les distributions de réserves, primes ou report à nouveau.#legal#juridique#pwclegal#assembléesgénérales",0.0,0.0,10 ,162,32 
Raj Kiri,15-03-2023,What is your primary reason for outsourcing business operations?#polloftheday#business#outsourcingEastern Global SolutionsSteve RyanMike WhiteVJ BhatiaKishore (Krist) ThakkarAlexa RPriyanka BhatiaMukund PatelHarish KhatriRahul ChoudharySaakshi GNeeta RamanGovind ChhawchhariaZaid MansuriVikramaditya ChhabraDhruv GangwalDhairya Shah,0.0,0.25,0,1,0
Tonnie Taller,15-03-2023,"How Siri, Alexa and Google Assistant Lost the A.I. Race",-0.3182,0.0,0,0,0
Annabel Carington,15-03-2023,"It was great to be at theUK Israel Business (North East)event for International Women's Day last night and listen to the fascinating stories from a fabulous panel of women.Gabby Rosenberg,Helen ButtersandCharlotte Newmanjoined us in the room, whiledebra tammer,Samantha SimmondsandNaomi Dicksonwere with us remotely, and they all had brilliant insights into how they've achieved their ambitions and the women who have helped and inspired them along the way.Thank you,Jane Clynes,Philippa GoldstoneandAlexa Harrisfor bringing it all together..... and for arranging the snow, just for extra atmosphere! ;-)#iwd#internationalwomensday2023#womenempoweringwomen",0.9601,0.5518518518518518,2 ,0,0
Yakup Öztürk,15-03-2023,"KI wird zunehmend in Alltagssituationen eingesetzt, zum Beispiel in intelligenten Lautsprechern und Sprachassistenten wie Amazon Alexa oder Google Assistant, um Nutzeranfragen zu verstehen und darauf zu reagieren.Allerdings nutzen viele Unternehmen KI nur in begrenzten Bereichen. Eine erfolgreiche Integration von KI in den Industrieprozess erfordert einen interdisziplinären Austausch zwischen verschiedenen Parteien und kann mit Aufwand verbunden sein. Um die Vorteile von KI optimal zu nutzen, sollten Unternehmen nicht nur ihre Fähigkeit zur Datensammlung und -haltung einsetzen, sondern auch den Austausch zwischen Datenerzeugern und -nutzern fördern (Data Mesh). Es empfiehlt sich, KI bereits bei der Prozessentwicklung zu berücksichtigen und wenn möglich zu integrieren, um ihre zukünftige Einbindung zu erleichtern. Ein nachträgliches Hinzufügen von KI kann hingegen zu erhöhter Komplexität führen - ""Man muss das Eisen schmieden, solange es heiß ist"".",-0.1779,0.0,0,6,0
Alexatea india,15-03-2023,"""Tea is to the body as music is to the Soul"" Alexa TeaVisit us now -https://alexatea.com#alexatea#teafacts#teatime#tealovers#chaitime#chai#morningtea#eveningtea",0.0,0.0,0,0,0
Dr. Priscilla Schelp,15-03-2023,"🛎 New Partnership:EBS Women in BusinessX networkx 💃Great news, great news!Everything in life is about networking,...so is this partnership!Big thanks to my very loveable & capable board memberCécile Garcia Le Gofffor introducing me to two amazing ladies:Felicia SimonandAlexa Nölke. She told me: ""Priscilla, they founded a cool initiative atEBS Universität für Wirtschaft und Rechtto foster entrepreneurship among women - already during their studies. Maybe you can do something together withnetworkx.app.""We had a chat and that is what came out of it ...it is just the beginning;)...:1. We are official partners2. We will do an event on the importance of networking together in April3. I am suggesting them, great women, as speakers...Feel free to nominate some more in the comments!Show some love and support for Felicia and Alexa and their EBS Women in Business Initiative and feel free to connect with them!#entrepreneurship#womeninbusiness#networking",0.9893,0.5920454545454544,11 ,26,1 
Gazzaoui Group Holding,15-03-2023,"GAZZAOUI launch new Wiring devices and Door entry Systems.Rafic Gazzaoui & Co. SAL, leader in Electro-Mechanical solutions in Lebanon and Qatar launched its latest BTICINO wiring devices and door entry systems in a two-day event in#phoeniciahotelThe event was attended by industry professionals, architects, engineers, contractors, wholesalers, and retailers from across the country.3 new series from BTICINO were introduced to the market:#classia– Traditional turned SMART – CLASSIA offers a multitude of cover-to-insert combinations to suit all possible client needs.#livingnow– Innovative design coupled with technology – LIVINGNOW with its sleek design offers a never-seen-before disappearing frame, with keys that provide full touch control.#classe300eos- (Evolution of SMART/Connected) – Indoor Videophone unit that features a futuristic handsfree design with WiFi and built-in Alexa voice assistant.For more information on these novelties, you can contact our commercial and technical teams on 01-855 888 or email us oninfo@gazzaoui.com🇱🇧#gazzaoui#bticino#lebanon#beirut#event#launching#technology#electrical#leader#wiringdevices#power#customer#celebration#novilties#industryprofessionals#consultant#architecture#interiordesign#engineer#retailer#designers#hotel#branding#alexa#wholesale#legrand",0.8192,0.4886113886113886,0,15,0
Cayetana Esteve de Lozar,15-03-2023,"Hoy he recibido una Newsletter donde una vez más leo que Google (el buscador) se muere 📉. Últimamente apuntan al disparo de Microsoft con la llegada de la IA a Bing, y como hoy es el día de Gpt-4, me parece feo echarle toda la culpa a él 😅. Aquí algunos de los motivos por los que Google Search está en declive:🔍 Los resultados de búsqueda han empeorado por un SEO agresivo que en muchos casos llevan al usuario a resultados poco útiles.📊 Resultados de web de afiliados o publicidad donde la información es escasa y la pantalla está llena de sitios donde clicar.🔮 Resultados personalizados para los usuarios que crean una burbuja donde cada uno recibe la información que refuerza sus opiniones y creencias previas, lo que limita el acceso a la diversidad de información.❓ Google intenta adivinar lo que realmente quiere decir el usuario, en lugar de mostrar resultados para las palabras exactas que el usuario busca.🔄 Los cambios en los algoritmos de búsqueda muchas veces producen que sitios relevantes y con información de calidad desaparezcan de la primera página.🤖 Con el aumento de la desinformación y el contenido generado por IA, cada vez es más difícil para Google distinguir entre contenido auténtico y de calidad y contenido falso o de baja calidad.📱 Muchos usuarios utilizan redes sociales o aplicaciones especializadas para hacer las búsquedas (como Tik Tok o Amazon).🔒 Muchos usuarios preocupados por la privacidad utilizan otros buscadores o ad-blockers y bloqueo de rastreadores.🎤 Cada vez más se utilizan los asistentes de voz para hacer búsquedas (Alexa, Siri...)¿Añadirías algún motivo más? Y más importante, ¿sabiendo todo esto invertirías en Google Ads? (yo sí —si procede—, pero quiero saber tu opinión 😉).#GoogleSearch#EstrategiaDeComunicación#MarketingDigital#PublicidadOnline#InversiónEnAds#Targeting#CampañasDePublicidad#Anuncios#OptimizaciónSEO#RedesSociales#BúsquedaEnInternet#EcosistemaDigital#TendenciasMarketing#ROI#MotoresDeBúsqueda",0.0,0.0,0,2,1 
Paulo Gomes,15-03-2023,"Top AI Tools & The Future of Marketing : Tragedy Vs TriumphToday we are going to talk about artificial intelligence and how it can help you in your marketing efforts.Artificial intelligence has become incredibly important in the field of marketing. The massive applications of big data in the field of marketing is one of the reasons that the market for AI technology is growing at a rate of 39% a year. Did you know that?It's not just about being able to recognize patterns and make decisions based on them—the technology is also able to create new value for you through automation and optimization.Check my video for more and feel free to reach out: )👉🏽 Tragedy Vs Triumph - > AI & the Future of Marketinghttps://bit.ly/3yFlOHTTragedy:So, what's the challenge, looking at the future of marketing…how to compete, and how to leverage it, how not be replaced? I’ll give you some examples of Tools that don’t need us :)AdCreative.ai- AdCreative helps marketers create better ads by using machine learning and natural language processing, so they can focus on creating great content instead of wasting time on creating ads from scratch.Jarvis.ai- uses AI-powered chatbots to help businesses increase sales by up to 25%. It also offers tools for personal assistants like Alexa and Google Home; these assistants can use voice commands to order products or services directly from their existing apps (for example).Triumph:Are you ready to make more money, ride the wave of AI, work in a more effective way and have more time for yourself? Take a look at the solutions below, all of those can be used with or without Salesforce1. CognismCognism is a powerful tool that can be used to create an automated, AI-driven sales funnel that is personalized to each prospect. This AI-driven sales funnel will help you grow your business, and it will do so by using all the information about your prospects to deliver them the most relevant content at the right moment.2.Copy.aiCopy.aicreates personalized sales copy for you based on your website's visitors' behavior, interests and more. It's simple to use and automates the whole process of writing high-converting landing pages, emails, blog posts and more in minutes!3. Exceed AIExceed AI is an artificial intelligence-powered platform that helps you manage your digital marketing campaigns with ease by providing actionable insights into your marketing efforts, as well as best practices for improving them over time through machine learning algorithms that are constantly being updated to improve results over time!4. Tableau AIThe Fourth tool is Tableau, which allows you to visualize and explore data in a whole new way—so you can make better decisions faster.Happy Wednesday and feel free to share your thoughts on the comments below! 👇🏽#AI#Marketing#CRM#futureofwork#salesforce",0.9975,0.5258204973321252,0,3,1 
Niharika Haridas,15-03-2023,"""We probably don't need ML to predict if a ball will roll in front of a car""1.1It's Day 1 atJohns Hopkins Whiting School of Engineeringas part of the HEEP(Hopkins Engineering Exploratory Program) and I had the pleasure to attend an insightful session byTony Dahburaon ""Promise and Perils of AI"". I would love to express my gratitude to him as well for such a wonderful session.He talked about the enormous potential of the autonomous world to make or break the modern era. The prime focus of the session was on a part of AI that we sometimes shy away from talking about, which is ""What Can Possibly Go Wrong?""AI is largely statistical, and its reliability can sometimes be questionable. He elaborated on the common pitfalls of ML modeling, including how crucial it is to obtain the right training data and how over-generalization of models can be bad.ML systems are happy to be biased if it means producing good results. It's astonishing to see how Algorithmic bias and Societal bias can show up in ML models. These biases in autonomous systems can be catastrophic and it is critical that we are careful with the handling of systems like these.The human-machine interaction is growing exponentially, and it's high time we look at the other side of the coin, which is AI .Tony Dahburaposed an intriguing question: ""If humans should have the right to know when they are interacting with a machine. ""Do let me know your thoughts in the comments below.Fun Fact - The Alexa Speech Technology was developed at JHU.Stay tuned for more updates.#engineering#ai#jhu#heep#ml#technology",0.959,0.6775,0,2,0
AmigoAI,15-03-2023,"Hi everyone,As AI technology continues to advance, AI assistants are becoming more prevalent in our daily lives. From voice assistants like Siri and Alexa to chatbots that help us schedule meetings, AI assistants are changing the way we interact with technology.But what does the future hold for AI assistants? Will they become even more integrated into our lives, assisting us with everything from grocery shopping to financial planning? Or will they be limited to specific tasks and functions?I'm curious to hear what you think! Do you see AI assistants playing a larger role in our lives in the future, or do you think their capabilities will remain relatively limited? Share your thoughts in the comments below!#technology#ai#share#like#aiassistant",0.8498,0.3342261904761905,0,0,0
Kathryn Legaspi,15-03-2023,"Sharing this to my network because the world needs Klëm 📱The right investors can definitely help this startup scale effectively.Klëm Digital Wardrobe Technology's mission is to fight fashion waste by putting an AI wardrobe assistant called Klëm in the pockets of busy millennials for the price of a cup of coffee a month. Imagine having a Siri or Alexa that helps you automate your wardrobe decisions and generates a digital inventory of your clothes.I swear by this digital product because the team is a solid 💯, the product development and testing is definitely user-centric 💖, and the genius behind this mission to build a community that will help shape the future of sustainability in fashion is no other thanChristine Noonan. I cannot emphasize how committed and impressive she is as a startup founder. 👸🏻 She's one of my clients who inspired me to do better, and her passion (which is deeply rooted in purpose) is extremely contagious.Want to know more how to support Klëm? Ready for the pitch deck? 💻👋🏼Here's where to drop a line:Christine@klem.app#AI#FashionTech#MachineLearning#ComputerVision#WardrobeAssistant#sustainability#ProductDesign#UXUI#technology#funding",0.9729,0.3908730158730159,0,0,0
Charles Ross,15-03-2023,"PERFORMANCE DAYSis open at the Messe - Hall#A1This all seems a bit serious, but you can follow the events livestreamed online (as long as you register). Stage is LIVE alreadyhttps://lnkd.in/eGNXXM3CMarco,Clarissa,Lena,Michael,Felix,Stephen,Amanda,Alexa,Claus,Mark,Katy,Markus,Anna,Ana,Nora,Sophie,Niccy😃#PerformanceDays#FunctionalFabricFair#Munich#Outdoors",-0.0387,0.5166666666666666,0,17,0
XCMH (X-Calibre Mental Health),15-03-2023,"Embracing Mental Health (MH) technology and AI for our own MH and well-being…This is interesting reading in how AI may be used to help with our MH. There are though some teething problems with interaction, how they look, but it’s is being trialled and piloted….AI, drones, robots, technology are already making huge advances in many sectors, improving efffectiveness, but what about in the MH and wellbeing sectors?It is already being used in this sector, which has been creeping in and worth being aware, such as with our clever apps, ‘Alexa’, digital communication etc.But what about robots- In the workplace, at home to keep someone company?I think it’s a watch this space, as it’s coming….Any thoughts?#mentalhealth#technology#robots#wellbeing#mentalhealthintheworkplacehttps://lnkd.in/eSfNSEjCRobots may improve mental wellbeing, but it all depends on how they look - study",0.9598,0.453030303030303,0,0,3 
Bernd Vermaaten,15-03-2023,"R𝗲𝘁𝗮𝗶𝗹 𝗠𝗲𝗱𝗶𝗮 𝘂𝗻𝗱 𝗔𝗺𝗮𝘇𝗼𝗻 𝗔𝗱𝘃𝗲𝗿𝘁𝗶𝘀𝗶𝗻𝗴Wie schätze ich 2023 ein?Grundsätzliche erwarte ich ein deutliches Wachstum im Bereich#RetailMediaauf Marktplätze im allg., jedoch insbesondere bei#Amazon𝙑𝙚𝙧𝙨𝙩ä𝙧𝙠𝙩𝙚 𝙄𝙣𝙫𝙚𝙨𝙩𝙞𝙩𝙞𝙤𝙣𝙚𝙣 𝙞𝙣 𝘼𝙢𝙖𝙯𝙤𝙣 𝘼𝙙𝙫𝙚𝙧𝙩𝙞𝙨𝙞𝙣𝙜:Amazon hat sich zu einem bedeutenden Akteur in der digitalen Werbelandschaft entwickelt & viele Unternehmen erhöhen ihre Budgets daher für Amazon Advertising. AmazonDSP ist dabei spannend.𝙈𝙖𝙨𝙨𝙞𝙫𝙚𝙧 𝘼𝙪𝙨𝙗𝙖𝙪 𝙙𝙚𝙧 𝘼𝙪𝙩𝙤𝙢𝙖𝙩𝙞𝙨𝙞𝙚𝙧𝙪𝙣𝙜:ChatGPT hat einen KI-Boom ausgelöst. Amazon investiert stark in#machinelearning& Automatisierungstechnologien. ich erwarte mit Blick auf das Werbeökosystem einige Innovationen & Verbesserungen bspw. im Bereich der automatisierten Gebots-, Targeting- & Optimierungsoptionen.Nichtsdestotrotz sind KI-Toolings wiehttps://lnkd.in/eGPgxCv6für Euren Erfolg wichtig!𝙕𝙪𝙣𝙚𝙝𝙢𝙚𝙣𝙙𝙚 𝘽𝙚𝙙𝙚𝙪𝙩𝙪𝙣𝙜 𝙙𝙚𝙧 𝙎𝙥𝙧𝙖𝙘𝙝𝙨𝙪𝙘𝙝𝙚:Die wachsende Beliebtheit von sprachgesteuerten Assistenten wie Alexa wird ebenfalls neue Optionen für Werbung eröffnen, weshalb Produktlisten & Werbestrategien von Advertisern auch mit Blick hierauf optimiert werden sollten, um von diesem Trend zu profitieren.𝘼𝙣𝙨𝙥𝙧𝙪𝙘𝙝𝙨𝙫𝙤𝙡𝙡𝙚𝙧𝙚 𝙏𝙖𝙧𝙜𝙚𝙩𝙞𝙣𝙜-𝙊𝙥𝙩𝙞𝙤𝙣𝙚𝙣:Amazon investiert massiv in seine Werbeplattform & ich erwarte, dass#Advertiseri.d. nächsten Monaten mit weiteren, ausgefeilteren Targeting-Optionen rechnen können, wie z. B. Targeting nach Kaufhistorie, Produktaffinität od. Interessen.𝘼𝙪𝙨𝙗𝙖𝙪 𝙙𝙚𝙨 𝙑𝙞𝙙𝙚𝙤-𝙒𝙚𝙧𝙗𝙚𝙖𝙣𝙜𝙚𝙗𝙤𝙩𝙨:Die wachsende Affinität f. Bewegtbild führt dazu, dass Amazon sein Angebot an Videowerbung deutlich erweitert wird. Dieser Trend wird sich 2023 beschleunigen & damit neue Chancen, aber auch Anforderungen f. Werbetreibende haben. Mehr Möglichkeiten auf Amazons Videoinhalten, wie Prime Video & Twitch, können auf der anderen Seite auch die Sichtbarkeit & Conversion steigern.𝙄𝙣𝙩𝙚𝙜𝙧𝙖𝙩𝙞𝙤𝙣 𝙢𝙞𝙩 𝙖𝙣𝙙𝙚𝙧𝙚𝙣 𝘿𝙞𝙚𝙣𝙨𝙩𝙚𝙣 𝙫𝙤𝙣 𝘼𝙢𝙖𝙯𝙤𝙣:Amazons Werbeplattform wird auch enger mit anderen Diensten, wie Alexa, Prime & Amazon Pay, aber auch Twitch, integriert werden. Auch hier wachsen die Möglichkeiten für Advertiser Kunden im gesamten Amazon-Ökosystem zu erreichen.Amazon hat einen unschlagbaren VorteilＦＩＲＳＴ ＰＡＲＴＹ ＤＡＴＡ ！Auch vor diesen Hintergrund erwarte ich, dass Amazon eine etwas stärkere Betonung d. Datenschutzes haben könnte. Die Bedenken hinsichtlich#Datenschutznehmen weiter zu. Amazon wird wahrscheinlich einen größeren Schwerpunkt auf den Schutz von Nutzerdaten legen & sicherstellen, dass seine Werbeplattform d. Datenschutzbestimmungen einhält.𝙁𝙤𝙠𝙪𝙨 𝙚𝙞𝙜𝙚𝙣𝙚 𝙈𝙖𝙧𝙠𝙚𝙣:Ein Trend, den ich persönlich f. Amazon als gefährlich/nachteilig ansehe, ist d. kontinuierliche Ausbau seines Eigenmarkenportfolio.Risiko: Attraktivität sinkthttps://lnkd.in/eDy55gxd",-0.7644,0.6,2 ,6,0
Juan Pardo Martinez,15-03-2023,"Artículo interesante (cuyo principio suscribo completamente).""Vivimos en un mundo diseñado para satisfacer a nuestros cerebros de forma instantánea: catálogos infinitos en Netflix, HBO o YouTube, redes sociales deseando darnos en cada momento lo que el algoritmo considera que nos aportará un chute mayor de dopamina, la canción perfecta para cada instante solo esperando a que Alexa o Siri la seleccionen para nosotros con solo susurrarlo. Sin embargo, incluso en 2023 sigue existiendo una gratificación que acompaña a aquello que nos cuesta esfuerzo,..""Aún no leí el libro, pero lo pongo en cola: a veces, incluso en mi situación, no doy abasto.https://lnkd.in/d_HJn3kc",-0.6808,0.0,0,0,0
📈 Maria Gialama 📊,15-03-2023,"In 2023, you would be hard-pressed to find any industry that has not been impacted by, or that does not currently make use of, artificial intelligence or machine learning.#AIis constantly making the lives of human beings easier in both big and small ways.Online#chatbotsthat can answer basic customer support queries and make recommendations based on questions and answers to Alexa or Siri, making calls or starting our playlists.But what do we think will happen with AI in the next few years?#artificialintelligence",0.8225,0.2658333333333333,0,3,0
Richard Dickson 💚🌍,15-03-2023,"There is a lot of fear and trepidation around#communicatingthe#sustainabilityof businesses. 😨Of course, if done badly, it can damage#reputationsand brands, and result in accusations of#greenwashing, but if done well...that's another story. 😱Done effectively, it can create loyalty with existing customers, grow your audience, and help to attract investors and potential talent. 😀Fortunately, the amazingCarys Burtonhas taken a look at exactly this subject for her latestPlay It Green#guestpost! 👏Entitled: ""How to Communicate Sustainability Successfully"" it's a#mustreadfor businesses!👇👇👇Link in Comments👇👇👇Thanks, Carys! 😀#sustainablebusiness#sustainablechange#sustainablemarketing#bethechangeNatalie Fryer MCIMDane Smith-BurchnellSharon Spice (MA) (FCIM)Jenny TaylorEmma ( Em ) MelroseEthar A.Stuart CordingleyRobbie McGregorTom MaskillAlexa MartinezMegan IslinJulie HenehanJenny MorganCalum GrayNick ShepherdLynsey AspinallBogdan NiculescuHarry SirpalRichard S.",0.9754,0.6666666666666666,4 ,4,0
