Username,Comment,Comment sentiment,Comment subjectivity,Date,Likes,Replies,Link
              Michael J Walls            ,"I find it ridiculous to call those who are ""Prompting"" an A.I. to create the artwork on their behalf, based on the user's thought salad, can be taken seriously as ""Artists"".  

Anyone who has no concept of the time, effort, or energy it takes to create an original piece of artwork by hand, who does not use the internal vision of their own minds,  influences and experiences they consume during the course of their own lives, which truly make their own works unique to themselves, but choose to use the A.I. to produce randomized work samples on behalf of them, could never in real life, so easily create similar works on their own, in any reasonable amount of time, or expense, without God given talent, or hard earned practice and work.

Those who use an A.I. to produce high concept, detailed artwork to pawn off as ""their own"", and at the same time, have the hubris to call themselves ""Artist"" should NEVER be considered, ""Artist"".  

The fact that they are using ""Artificial Intelligence"" rather than ""Authentic Intelligence"" to create for them makes this clear.  Using text to create artwork via an A.I., turns the user simply into a client, who basically is commissioning artwork from an A.I. subcontractor to produce the artwork for them.  Those calling themselves ""Artist"" who use A.I. to produce on behalf of themselves are hardly even ""Coders"" at this point.  

Simply give credit where credit is due.   The A.I. is the Artist. 

Everyone else that feeds the A.I. it's instructions are either ""Prompters"" or ""Thoughts"" that feed the Midjourney machine, and those apps like it, which in reality, doesn't even think for itself until told to do so, which makes it essentially no more useful than a microwave oven until you prompt it to cook for you.  And after entering the time and pressing ""Start"" on your microwave oven, does that make the user a chef?  Is the microwave the real cook?  

The bottom line that I've seen since this new wave of A.I. art has taken it's grip on the global internet community, is that apps like this have the potential to fracture and diminish the spirit of the ""Authentic Artists"", old and young.  The reality now is that anyone who is “prompting” a machine to produce content that, if you take the time to give a good, thorough look, much of it is essentially the same.  

How many people out there have actually taken the time to really look at the A.I. artwork itself, and experience it?  How many have spent any time to try to understand what the artist's intent was, or think about how does the artwork make them feel? Or where did this idea I’m experiencing come from, and what kind of person had the vision to produce this artwork? What kind of life must they have lived to inspire them to create this vision?  

The answer for A.I. generated art is ZERO.  ""Imagine/"" is your answer.  

There is simply too much A.I. produced content to really appreciate it all.  The only real winners here will be the Coders who created this gargantuan ""Artificial Mind Monster"" as they sop up all of your precious, hard earned dollars with subscription fees, just so the user can play with prompts, pretend to be ""Artists"" and use an A.I. to scrape up all the available IP that permeates the World Wide Web to create it's ""art"".  

Without this content, this A.I. would produce nothing.   If there was a way to look at all the imagery that this A.I. used to create on behalf of these ""Prompters"", and find out and pinpoint exactly what elements were used to generate these most ""Amazing Images"", well, I bet that would be one Hell of a bill that would be owed to the countless original artists that contributed to these ""Amazing Pieces of Art"".  No doubt, it's quite amazing, beautiful, wondrous, and all that stuff.  

But at the end of the day, it's ARTIFICIAL.  FAKE.  

The prompter has no more right to these works, as do the coders who created the algorithms used to hijack other's imagery, just to cobble them together into something illegitimate, that will in time likely displace and demotivate graphic artists, designers, and other ""Authentic Artists"" from producing, and will also give incentive to corporations from paying  ""Authentic Artists"" to produce, when all they need do is pay a fee, type in the right words, and hit refresh, until they come up with something that fits the bill.  

The only ones in control are the ones with control of the levers.  Without their code, or their servers, and without the fertile digital earth full of content that precedes these apps, there would be no “A.I. Artists”.  

I would advise everyone who creates to learn how to code for themselves, and perhaps find a way to permanently tag your works so that no one may ""Scrape"" it and pawn it off as a hidden brush stroke within their ""original artwork"", without crossing your palm with silver first.  I believe turning your art into NFT's with a blockchain stamp is a way to protect your art.  Just a thought.  I'm not sure.  Learn how to create the tools yourself and do not give in to the notion that ""Authentic Artists "" should give up because of the ""Artificial Artist”, but continue to create and cultivate your own original art that will start and end with your time here on earth, and will live long after you do, and mean something to someone else that you'll never meet or know,  countless eyes and minds, connecting with your ""Authentic Art"" and not be forgotten like the countless and endless samples that Midjourney and other apps like it crank out daily, that, aside from the ""Wow!” and “That looks so cool!” Factor, will be easily forgotten, and lost in endless threads of ""Artificial Works"".  

I wonder at which point do these A.I. Art Apps start cannibalizing their own creations and start to just become digital, visual, mud?

That old saying applies here, ""If it was easy, everyone would be doing it.""  Well, this A.I. Art is easy.  That's why everyone is doing it.""  To think all of that time users spend hitting refresh, and upscaling, and typing in all of those prompts, could serve their human experience in a much richer way, by picking up a pencil, a piece of paper, learning anatomy, understanding color, shape, shade, and light, proportion, perspective, depth, and so many other things, simply because they lack the drive to do nothing more than type in ""Imagine/ Vomit Words Here"" to have and A.I. produce ""their artwork"" and call themselves ""Artist"".

Their results will be countless, impressive in the moment, like burning flash paper, then forgotten in an instant, until the next scroll of the mouse wheel, or slide of the finger tip on the Magic Mouse.  

Remember those stupid bored ape NFT's?  Anybody care about them now?  Not really, as far as I can tell.  True Artists don't need A.I. to create for them.  From analog brush to digital , film to video, all of the tools are out there for everyone to use, and in time, the true wheat will be separated from the chaff.

And look out filmmakers, Meta/Facebook is already going down this road with their own brand of A.I. Video/Filmmaking.  Writers, Musicians, I'd imagine you are next on the A.I. chopping block.  

This is just one person's opinion.  I've used Midjourney.  It's very cool, but at the end of the day, it's not my Art, because A.I. is incapable of producing my Art. It is more than capable of borrowing other's Art and producing it's own style of Art for everyone else that “prompts” it to do so.  It's neat, just not for me.

No doubt there are many ""Authentic Artists"" out there that are exploring these A.I. Content Producers, as there are novices, or non artists, who are doing the same, and that's fine.  It's a great time to be alive.  Technology has improved and enhanced our lives in many profound ways.  But let it improve, not replace.  

Don't forget what it truly means to create and to be a true Artist.  You don't need an A.I. Content Producer to make great works of Art.  It's a fun toy, but it can never replace the originality and authenticity of a Biological, Authentic, Artist.   Do not compare yourself as a creator or give up because of the A.I. Artists.

You are only comparing yourself with something Artificial. The A.I. is not thinking about you.  It's standing by, waiting for it's next ""Prompt"".

Good luck Authentic Artists. Do not shrink under the tidal wave of A.I. art that you see, in fact, don't even waste your time looking at it.  A.I. Art is Fake.  It has no real Soul.  It took no suffering or effort to will it into existence.  Just keystrokes and refreshing the algorithm, until the “prompter sees something they like. 

If this A.I. Art generator somehow inspires someone to pick up a pencil or a paint brush and create Authentic Art, great!  But getting these amazing results with little effort is hard to resist.  You never know what will grow out of this.

But the idea of the A.I. Artist is false.  It's a vapor.  It's a phantasm.  And the content, no matter if your User Name is connected to it, is not ""uniquely yours.""  It's not YOURS.  It effort belongs to an A.I. app., with a subscription fee attached to it.  And without the app to do all the heavy lifting, what is the measure of an A.I. Artist then?

Remember, with your own creations, worked by your own hands, with your own tools, vision, and intelligence, you are an AUTHENTIC ARTIST.  

You are REAL.  

Ignore the A.I. Artist.  Continue to create your own, subscription free, Authentic Artwork in spite of it. 

Sign it.  Protect it.  Share it with the world.  Sell it.  There is no shame in that.  And most importantly, don't stop making YOUR own Authentic Art.  

Good luck. God Bless you and yours.",0.9997,0.6061811428235849,None,0,0,https://www.youtube.com/watch?v=704brywiyfw
              TheMostFrench            ,"It's interesting to think about, I was sitting in the midjourney discord watching people pump stuff out with a few keywords, and made a few ideas of my own. I thought to myself ""Is there any point in learning to draw or make digital art anymore with stuff like this?"" and I think the answer is still yes, because the AI still depends heavily on things that already exist to be able to generate ideas. For example, I tried to describe celebrities and politicians combined with fictional characters (e.g imagine donald trump as darth vader) but it could only create something based on photos and images which already existed, which means that it struggles with certain positions and poses - an experienced artist could conceive anything from any angle including things which don't exist yet.

I've made my own products like tshirt designs and stickers by using collages of photos and magazine/newspaper clippings combined with drawings; things like photoshop and digital scanners made a huge difference to art production already. Being able to change the colours of objects, create lines and shapes where none previously existed, which have adjustable width and curvature, and then save practically unlimited copies or make new layers for experimenting with new ideas, all without putting the original piece of work at any harm was absolutely mind blowing. 

What IS changing is that people without any artistic experience or background are able to create very vivid things with next to no effort (they are alsothings which might take artists hours to create with current tools), but to get EXACTLY what they want they will still need the assistance of someone who knows what they're doing. The AI will serve as a good starting point e.g ""I want something that looks like this, but can you change xyz"" which is a service that a lot of people already request. 

In the future it's possible that actual language could become a valuable currency if we need specific prompts to generate something valuable. Certain AIs might come with their own descriptive vocabularies which must be registered with the user like a vocal license - consider the possibilities of AI controlled 3D printing where you can ask it to build whatever you describe.",0.9895,0.519665138782786,17-08-2022,30,2,https://www.youtube.com/watch?v=704brywiyfw
              vince            ,"I have been painting digitally for over 10 years now. I've been playing around with lines, contrasts, brush style, traditional and old master style on digital. It's been so much fun, and I'm really glad to get that experience before AI starts blowing up. Also, reproduction ""in a style of..."" has been around for a long time in the art world. AI just simplifies the process and the tool.

About MidJourney, it's amazing if you want to get new ideas for paintings, concepts, etc. I think every AAA studio will create their ""own version"" of Midjourney with unique options for generating characters, landscapes, visual effects, storyboards, etc. And then apply copyright and security on it to prevent access to random people. At the same time, NFT Art can get a huge boost from this AI work. I think it will be a new market with the classic/contemporary art market that already exists. 

But does AI replace the artist? Digital painting and 3D are already answering these questions. But, there are still oil painters on this earth who like to paint on a traditional medium.  

In terms of medium, a visual artist with experience has a huge advantage over someone who just puts in quick words with no art knowledge. Also, if there is no human artist left, there is no creativity left and after decades of using a single prompt, Ai will be stuck on a loop of something already created in the past. This is the death of human art and an endless vicious loop for Ai's tools. As long as there have been humans on earth, I think artists will always be useful, they just have a new role over time.",0.8456,0.4157163149350649,17-08-2022,27,4,https://www.youtube.com/watch?v=704brywiyfw
              J Thomas            ,"I just joined the Midjourney channel today and all I can say is oh my god, it's amazing. I have always wanted to create art based on ideas from my own imagination but I have zero artistic talent. I have created a couple of images already and cannot believe how incredible this is. It's not a replacement for those super talented people out there who can create images from scratch using any material they want, but for someone like me, this is incredible!",0.9801,0.8952380952380954,17-08-2022,91,45,https://www.youtube.com/watch?v=704brywiyfw
              Comic Power            ,Have fun playing with this stuff now because Midjourney and Stable diffusion and others are about to get sued out of existence for copyright infringement,0.4939,0.2,17-02-2023,0,0,https://www.youtube.com/watch?v=704brywiyfw
              Michael James            ,There's some tools out there.  I had a butthurt user on midjourney send me some nasty DMs.  All bc I tweaked his prompts while trying to learn how to use it.,-0.5574,1.0,17-11-2022,0,0,https://www.youtube.com/watch?v=704brywiyfw
              Thom Rittenhouse            ,It is very addicting. I have been a MidJourney collective member for several months. What I do with the art is I further enhance it in After Effects and Photoshop. So much fun.,0.5542,0.25,17-08-2022,57,5,https://www.youtube.com/watch?v=704brywiyfw
              Axs            ,I was shocked to see some of my work featured on the community tab?! I had no idea...trippy. This AI is absolutely wild. What will this be like a few years from now. I'm also testing Dalle2 but I prefer midjourney's art style.,-0.2003,0.4333333333333334,17-08-2022,6,0,https://www.youtube.com/watch?v=704brywiyfw
              Mike D            ,"I've been a professional artist for the last 20 years and I welcome the Ai tools. It's not a replacement for me, it's just another paint brush. Midjourney makes beautiful art because it's seen ""all of the art"". Not because it's a being with a soul who has experienced pain, pleasure, sadness, joy, etc. I look at it as way to make my art better by inspiring me to create things I normally would never have the idea to do. It won't replace me until it's completely art directable.",0.9432,0.5716666666666667,None,48,3,https://www.youtube.com/watch?v=704brywiyfw
              BladeChild            ,"I've no idea how good it will actually get, but right now I can spot a MidJourney generative piece from a mile away. They need heavy editing to possess any individualism. DALL E 2 is impressive, but again, it has limited scope and is far too expensive for the layman.",0.5346,0.5723214285714285,17-08-2022,21,4,https://www.youtube.com/watch?v=704brywiyfw
              Arunabha Majumder            ,"The midjourney is getting trained for every such iteration(epochs), which is my biggest challenge since I cannot draw as fast as this AI can. I am worried that my days of digital art are over. Other versions of this AI are yet to launch .",-0.2263,0.36875,17-08-2022,13,3,https://www.youtube.com/watch?v=704brywiyfw
              M            ,"Let me shed some positivity here - 
I've generated some 2000 images with Midjourney so far. It does NOT always give you what you asked for. It can't create complex pictures of two people interacting, it's abysmal in posing humans and animals and it sometimes outright ignores what you ask. I've been trying for hours to make it generate a picture of a woman riding a dragon and nope and nope. Not even close. If you're a freelance artist, you can use it as a base for a bigger picture and take some of the colours and atmosphere it provides. But if you're someone with 0 art skill, you'll almost never get AI to generate exactly what you had in mind.",0.2006,0.63,17-09-2022,36,10,https://www.youtube.com/watch?v=704brywiyfw
              sibun bro            ,i just DMed the MidJourney bot and tried to create prompt images and my account is disabled   :|   my discord account is disabled T_T how do i recover it? Help!,0.2481,0.3,17-12-2022,0,0,https://www.youtube.com/watch?v=704brywiyfw
              Andhika Christianegara            ,"Yeah go on modernism promt, lack of originality, designer and artist will never be beaten for his originality,creativity,and unique by this midjourney thingy",0.3031,1.0,17-12-2022,0,1,https://www.youtube.com/watch?v=704brywiyfw
              Morsfilm            ,Midjourney is scam. I type in and get nothing...,-0.5719,0.0,17-01-2023,0,0,https://www.youtube.com/watch?v=704brywiyfw
              Sanjin Halimic            ,"As artists, we need to fight back - the same way the music industry is fighting for copyright and against AI misuse.  
Many seem to have the argument that these are only ""tools of the future"". There is a point where AI stops being a ""tool"" and is simply used as a replacement for artists by companies.
If people knew anything about machine learning, then they'd realize that this is only the beginning. You won't be sitting there and manually modifying prompts because by then, we would have trained enough models to generate anything spotlessly with enough trial / error and human feedback. OpenAI, Midjourney etc have gathered billions of images in datasets in disguise of being non-profits, in order to not pay a cent to anyone: ""For the science"".
Content has only gotten worse. AI ""tools"" won't certainly make you a better artist. Lazier and being able to pump out more crap? yes, but certainly at a price: spinning out the same recycled shit over and over again from cannibalizing people's existing work; all boiling down to the most popular and trendy keywords and methodology, which is why everything looks the same. Don't make a mistake: you WILL be replaced eventually.",-0.8514,0.5205555555555557,17-11-2022,1,0,https://www.youtube.com/watch?v=704brywiyfw
              Surely            ,"I don’t understand how an individual that types or talks to computer/iPad and tell it what to create can be considered an “ARTIST” because that person isn’t at all!! Painting or drawing any of that is beyond for a human to create, especially for those of us who never took classes to learn from instructor and are not “naturally skilled” but learned by over and over creating ourselves with learning the complexity of angles and color creation with shadows or light etc etc …. but to be AI creator is absolutely bull!! You type in words to have an A.I CREATE FOR U!!! And this is by buying some app u can steal from any past famous artist by typing their name and u gain their style their abilities to create a piece based on what the AI creates for you is completely stealing someone else’s skills, so go ahead pay for an AI app and sell, which i feel is stupid cuz it seems any human can do this with AI so save money and get this midjourney app yourself and have an AI CREATE IT ALL",0.951,0.5772727272727273,17-01-2023,0,0,https://www.youtube.com/watch?v=704brywiyfw
